Model,Cluster index,Cluster count,Poison rate,Number of poisoned samples,Original dataset size,Poisoned dataset size,Clean Model Accuracy,"Poisoned Model, Clean Subpopulation accuracy (target)","Clean Model, Clean Subpopulation accuracy (subpop baseline)",Number of samples tested on poisoned model,"Poisoned Model, Clean Test Data accuracy (collateral)","Clean Model, Poison Data accuracy","Poisoned Model, Poison Data accuracy"
0,22,437,1,216,25000,25216,70.56,71.25,63.75,80,77.43,88.10068649885584,85.58352402745996
0,22,437,2,432,25000,25432,70.56,55,63.75,80,75.25,88.10068649885584,86.27002288
0,23,345,0.5,109,25000,25109,70.56,81.33333333333333,94.66666666666667,75,73.83,90.72463768115942,77.97101449275362
0,23,345,1,218,25000,25218,70.56,93.33333333333333,94.66666666666667,75,74.6,90.72463768115942,79.42028985507247
0,23,345,2,436,25000,25436,70.56,84,94.66666666666667,75,73.31,90.72463768115942,82.60869565
0,24,80,0.5,43,25000,25043,70.56,100,100,38,71.07,93.75,83.75
0,24,80,1,86,25000,25086,70.56,100,100,38,74.21,93.75,83.75
0,24,80,2,172,25000,25172,70.56,97.36842105263158,100,38,73.36,93.75,90
0,25,391,0.5,51,25000,25051,70.56,100,100,53,76.73,91.81585677749361,79.28388746803068
0,25,391,1,102,25000,25102,70.56,98.11320754716981,100,53,75.51,91.81585677749361,79.79539641943734
0,25,391,2,204,25000,25204,70.56,98.11320754716981,100,53,75.46,91.81585677749361,82.09718670076727
0,26,364,0.5,91,25000,25091,70.56,88.88888888888889,94.94949494949495,99,72.67,90.93406593406593,78.57142857142857
0,26,364,1,182,25000,25182,70.56,86.86868686868686,94.94949494949495,99,74.9,90.93406593406593,79.3956044
0,26,364,2,364,25000,25364,70.56,90.90909091,94.94949494949495,99,74.7,90.93406593406593,83.51648351648352
0,27,317,0.5,123,25000,25123,70.56,93.75,99.10714285714286,112,75.95,88.64353312302839,80.44164038
0,27,317,1,246,25000,25246,70.56,90.17857142857143,99.10714285714286,112,76.78,88.64353312302839,85.8044164
0,27,317,2,492,25000,25492,70.56,94.64285714285714,99.10714285714286,112,75.57,88.64353312302839,88.01261829652996
0,28,299,0.5,217,25000,25217,70.56,92.61744966442953,86.57718120805369,149,76,92.30769231,85.28428093645485
0,28,299,1,434,25000,25434,70.56,81.20805369127517,86.57718120805369,149,73.85,92.30769231,89.63210702341136
0,28,299,2,868,25000,25868,70.56,87.91946308724832,86.57718120805369,149,77.12,92.30769231,96.32107023411372
0,29,372,0.5,245,25000,25245,70.56,57.22222222222222,49.44444444444444,180,75.7,88.70967741935483,84.13978494623656
0,29,372,1,491,25000,25491,70.56,50.55555555555556,49.44444444444444,180,75.37,88.70967741935483,90.32258065
0,29,372,2,982,25000,25982,70.56,52.77777777777778,49.44444444444444,180,74.98,88.70967741935483,96.50537634408602
0,30,269,0.5,342,25000,25342,70.56,56.653992395437264,50.19011406844106,263,75.21,91.07806691449814,85.87360595
0,30,269,1,684,25000,25684,70.56,50.57034220532319,50.19011406844106,263,75.08,91.07806691449814,92.93680297397769
0,30,269,2,1368,25000,26368,70.56,52.47148288973384,50.19011406844106,263,75.64,91.07806691449814,98.51301115241635
0,31,287,0.5,98,25000,25098,70.56,78.04878048780488,86.58536585365853,82,74.09,89.89547038327527,82.57839721254355
0,31,287,1,196,25000,25196,70.56,81.70731707317073,86.58536585365853,82,75.24,89.89547038327527,83.27526132404181
0,31,287,2,392,25000,25392,70.56,46.34146341463415,86.58536585365853,82,72.23,89.89547038327527,84.32055749
0,32,238,0.5,31,25000,25031,70.56,95.45454545454545,95.45454545454545,22,75.77,93.27731092436974,81.09243697478992
0,32,238,1,62,25000,25062,70.56,95.45454545454545,95.45454545454545,22,76.03,93.27731092436974,80.67226890756302
0,32,238,2,124,25000,25124,70.56,90.90909091,95.45454545454545,22,74.88,93.27731092436974,82.77310924369748
0,33,209,0.5,103,25000,25103,70.56,72.83950617,72.83950617,81,74.7,88.03827751196172,81.33971291866028
0,33,209,1,207,25000,25207,70.56,74.07407407407408,72.83950617,81,72.97,88.03827751196172,82.77511961722487
0,33,209,2,414,25000,25414,70.56,72.83950617,72.83950617,81,73.58,88.03827751196172,88.03827751196172
0,34,78,0.5,88,25000,25088,70.56,50.81967213114754,55.73770491803279,61,76.35,94.87179487179488,92.30769231
0,34,78,1,176,25000,25176,70.56,55.73770491803279,55.73770491803279,61,76.71,94.87179487179488,94.87179487179488
0,34,78,2,352,25000,25352,70.56,54.09836065573771,55.73770491803279,61,75.15,94.87179487179488,98.71794871794872
0,35,226,0.5,86,25000,25086,70.56,94.44444444444444,93.05555555555556,72,72.65,90.70796460176992,82.74336283
0,35,226,1,172,25000,25172,70.56,94.44444444444444,93.05555555555556,72,75.42,90.70796460176992,86.28318584070796
0,35,226,2,344,25000,25344,70.56,93.05555555555556,93.05555555555556,72,75.08,90.70796460176992,88.05309734513274
0,36,188,0.5,53,25000,25053,70.56,97.56097561,100,41,74.94,92.02127659574468,78.72340425531915
0,36,188,1,107,25000,25107,70.56,100,100,41,74.96,92.02127659574468,82.97872340425532
0,36,188,2,214,25000,25214,70.56,100,100,41,74.23,92.02127659574468,89.89361702
0,37,366,0.5,165,25000,25165,70.56,80.98159509202453,85.88957055214723,163,73.91,90.16393443,77.59562841530055
0,37,366,1,331,25000,25331,70.56,85.27607362,85.88957055214723,163,74.45,90.16393443,84.69945355191257
0,37,366,2,662,25000,25662,70.56,85.88957055214723,85.88957055214723,163,75.08,90.16393443,90.71038251
0,38,331,0.5,95,25000,25095,70.56,80.26315789473684,82.89473684210526,76,74.59,93.35347432024169,79.45619335347432
0,38,331,1,191,25000,25191,70.56,85.52631578947368,82.89473684210526,76,76.44,93.35347432024169,87.00906344410876
0,38,331,2,382,25000,25382,70.56,84.21052631578948,82.89473684210526,76,76,93.35347432024169,88.82175226586102
0,39,128,0.5,187,25000,25187,70.56,46.206896551724135,38.62068965517241,145,73.7,89.84375,85.9375
0,39,128,1,375,25000,25375,70.56,53.10344827586207,38.62068965517241,145,75.47,89.84375,94.53125
0,39,128,2,750,25000,25750,70.56,41.37931034482759,38.62068965517241,145,76.76,89.84375,99.21875
0,40,364,0.5,68,25000,25068,70.56,77.77777777777777,85.71428571428571,63,74.53,92.03296703296704,79.94505494505495
0,40,364,1,137,25000,25137,70.56,87.3015873,85.71428571428571,63,75.59,92.03296703296704,83.51648351648352
0,40,364,2,274,25000,25274,70.56,82.53968253968254,85.71428571428571,63,76.36,92.03296703296704,89.83516483516483
0,41,202,0.5,122,25000,25122,70.56,96.42857142857143,97.61904761904762,84,75.65,90.0990099,83.16831683168317
0,41,202,1,245,25000,25245,70.56,95.23809523809524,97.61904761904762,84,74.56,90.0990099,88.11881188118812
0,41,202,2,490,25000,25490,70.56,92.85714285714286,97.61904761904762,84,75.05,90.0990099,94.05940594059406
0,42,206,0.5,57,25000,25057,70.56,84.21052631578948,97.36842105263158,38,72.74,91.26213592,78.15533980582525
0,42,206,1,114,25000,25114,70.56,94.73684210526316,97.36842105263158,38,75.22,91.26213592,81.55339805825243
0,42,206,2,228,25000,25228,70.56,94.73684210526316,97.36842105263158,38,76.65,91.26213592,88.34951456
0,43,249,0.5,116,25000,25116,70.56,64.13043478,68.47826086956522,92,75.85,88.35341365461848,83.93574297188755
0,43,249,1,232,25000,25232,70.56,67.39130435,68.47826086956522,92,75.1,88.35341365461848,85.54216867
0,43,249,2,464,25000,25464,70.56,60.869565217391305,68.47826086956522,92,75.37,88.35341365461848,89.15662651
0,44,361,0.5,114,25000,25114,70.56,83.19327731092437,80.67226890756302,119,75.62,90.02770083102493,81.44044321
0,44,361,1,228,25000,25228,70.56,85.71428571428571,80.67226890756302,119,74.95,90.02770083102493,84.76454294
0,44,361,2,456,25000,25456,70.56,84.03361344537815,80.67226890756302,119,75.2,90.02770083102493,89.75069252077563
0,45,256,0.5,130,25000,25130,70.56,65.54621848739495,63.02521008403362,119,75.61,89.453125,77.734375
0,45,256,1,260,25000,25260,70.56,59.66386554621849,63.02521008403362,119,74.41,89.453125,83.203125
0,45,256,2,520,25000,25520,70.56,73.10924369747899,63.02521008403362,119,74.01,89.453125,90.625
0,46,194,0.5,65,25000,25065,70.56,97.87234042553192,100,47,75.51,90.20618556701031,81.95876288659794
0,46,194,1,130,25000,25130,70.56,97.87234042553192,100,47,76.39,90.20618556701031,91.23711340206185
0,46,194,2,260,25000,25260,70.56,97.87234042553192,100,47,72.12,90.20618556701031,86.59793814
0,47,294,0.5,36,25000,25036,70.56,94.87179487179488,94.87179487179488,39,75.02,90.81632653061224,78.91156462585035
0,47,294,1,72,25000,25072,70.56,94.87179487179488,94.87179487179488,39,75.64,90.81632653061224,75.51020408163265
0,47,294,2,144,25000,25144,70.56,94.87179487179488,94.87179487179488,39,75.51,90.81632653061224,81.29251700680273
0,48,148,0.5,49,25000,25049,70.56,86.66666666666667,83.33333333333333,30,76.25,94.59459459,85.13513513513513
0,48,148,1,99,25000,25099,70.56,73.33333333333333,83.33333333333333,30,74.3,94.59459459,85.13513513513513
0,48,148,2,198,25000,25198,70.56,70,83.33333333333333,30,76.63,94.59459459,93.24324324324324
0,49,222,0.5,97,25000,25097,70.56,98.83720930232558,98.83720930232558,86,74.39,90.99099099,82.88288288288288
0,49,222,1,195,25000,25195,70.56,95.34883720930233,98.83720930232558,86,74.59,90.99099099,85.58558558558559
0,49,222,2,390,25000,25390,70.56,96.51162790697674,98.83720930232558,86,75.53,90.99099099,93.69369369369369
0,50,329,0.5,184,25000,25184,70.56,54.54545454545455,59.84848484848485,132,74.75,91.18541033,83.28267477203647
0,50,329,1,369,25000,25369,70.56,55.303030303030305,59.84848484848485,132,74.55,91.18541033,87.53799392097264
0,50,329,2,738,25000,25738,70.56,67.42424242424242,59.84848484848485,132,75.07,91.18541033,92.70516717325228
0,51,187,0.5,292,25000,25292,70.56,49.37238493723849,45.60669456066945,239,72.19,94.65240642,89.30481283
0,51,187,1,584,25000,25584,70.56,51.04602510460251,45.60669456066945,239,73.38,94.65240642,95.18716577540107
0,51,187,2,1168,25000,26168,70.56,54.39330543933055,45.60669456066945,239,74.62,94.65240642,99.46524064171123
0,52,308,0.5,107,25000,25107,70.56,96.59090909,100,88,73.71,93.18181818181819,82.79220779220779
0,52,308,1,214,25000,25214,70.56,98.86363636363636,100,88,76.48,93.18181818181819,87.66233766233766
0,52,308,2,428,25000,25428,70.56,98.86363636363636,100,88,73.5,93.18181818181819,85.06493506493507
0,53,258,0.5,57,25000,25057,70.56,97.72727272727273,97.72727272727273,44,73.94,91.86046511627907,76.35658914728683
0,53,258,1,115,25000,25115,70.56,95.45454545454545,97.72727272727273,44,75.74,91.86046511627907,81.39534884
0,53,258,2,230,25000,25230,70.56,95.45454545454545,97.72727272727273,44,74.47,91.86046511627907,85.65891472868218
0,54,247,0.5,25,25000,25025,70.56,100,100,28,70.51,91.90283400809717,70.04048582995951
0,54,247,1,51,25000,25051,70.56,100,100,28,73.38,91.90283400809717,71.65991902834008
0,54,247,2,102,25000,25102,70.56,100,100,28,73.09,91.90283400809717,74.08906882591093
0,55,236,0.5,203,25000,25203,70.56,63.48314606741573,78.08988764044943,178,74.03,94.06779661,85.16949152542372
0,55,236,1,406,25000,25406,70.56,62.92134831460674,78.08988764044943,178,74.93,94.06779661,90.25423729
0,55,236,2,812,25000,25812,70.56,71.34831460674157,78.08988764044943,178,74.84,94.06779661,96.18644068
0,56,315,0.5,102,25000,25102,70.56,76.25,93.75,80,73.82,94.28571428571429,80
0,56,315,1,205,25000,25205,70.56,90,93.75,80,74.26,94.28571428571429,84.12698412698413
0,56,315,2,410,25000,25410,70.56,90,93.75,80,73.06,94.28571428571429,87.93650793650794
0,57,126,0.5,247,25000,25247,70.56,78.41409691629956,80.17621145,227,76.18,91.26984126984127,90.47619047619048
0,57,126,1,495,25000,25495,70.56,78.85462555,80.17621145,227,71.68,91.26984126984127,92.85714285714286
0,57,126,2,990,25000,25990,70.56,74.44933920704845,80.17621145,227,75.84,91.26984126984127,100
0,58,220,0.5,67,25000,25067,70.56,93.44262295081967,95.08196721311475,61,73.7,89.54545454545455,81.36363636363636
0,58,220,1,134,25000,25134,70.56,93.44262295081967,95.08196721311475,61,74.24,89.54545454545455,81.81818181818181
0,58,220,2,268,25000,25268,70.56,88.52459016393442,95.08196721311475,61,74.82,89.54545454545455,85
0,59,478,0.5,86,25000,25086,70.56,87.87878787878788,100,66,75.2,89.74895397,77.82426778242677
0,59,478,1,173,25000,25173,70.56,95.45454545454545,100,66,77,89.74895397,80.9623431
0,59,478,2,346,25000,25346,70.56,98.48484848484848,100,66,73.7,89.74895397,82.42677824267783
0,60,365,0.5,328,25000,25328,70.56,66.53992395437263,63.87832699619772,263,75.56,91.23287671232876,86.02739726027397
0,60,365,1,656,25000,25656,70.56,71.86311787072243,63.87832699619772,263,76.77,91.23287671232876,92.87671232876713
0,60,365,2,1312,25000,26312,70.56,68.44106463878327,63.87832699619772,263,72.96,91.23287671232876,94.52054794520548
0,61,198,0.5,104,25000,25104,70.56,74.71264367816092,72.41379310344827,87,72.49,92.42424242424242,80.80808081
0,61,198,1,209,25000,25209,70.56,65.51724137931035,72.41379310344827,87,74.4,92.42424242424242,84.84848484848484
0,61,198,2,418,25000,25418,70.56,74.71264367816092,72.41379310344827,87,75.9,92.42424242424242,93.93939393939394
0,62,382,0.5,85,25000,25085,70.56,81.48148148148148,79.62962962962963,54,75.26,89.26701570680628,76.17801047120419
0,62,382,1,170,25000,25170,70.56,79.62962962962963,79.62962962962963,54,74.61,89.26701570680628,79.58115183246073
0,62,382,2,340,25000,25340,70.56,75.92592592592592,79.62962962962963,54,76.17,89.26701570680628,85.34031413612566
0,63,142,0.5,94,25000,25094,70.56,81.57894736842105,86.84210526315789,76,73.51,92.25352112676056,76.76056338
0,63,142,1,188,25000,25188,70.56,86.84210526315789,86.84210526315789,76,75.2,92.25352112676056,84.50704225352112
0,63,142,2,376,25000,25376,70.56,85.52631578947368,86.84210526315789,76,74.62,92.25352112676056,94.36619718309859
0,64,172,0.5,202,25000,25202,70.56,55,56.666666666666664,120,75.88,89.53488372093024,85.46511627906976
0,64,172,1,405,25000,25405,70.56,50.833333333333336,56.666666666666664,120,73.98,89.53488372093024,91.27906976744185
0,64,172,2,810,25000,25810,70.56,63.333333333333336,56.666666666666664,120,76.59,89.53488372093024,100
0,65,279,0.5,160,25000,25160,70.56,67.11409395973155,59.73154362416108,149,75.74,91.39784946236558,82.07885304659499
0,65,279,1,320,25000,25320,70.56,55.033557046979865,59.73154362416108,149,74.18,91.39784946236558,84.94623655913979
0,65,279,2,640,25000,25640,70.56,58.38926174496644,59.73154362416108,149,76.15,91.39784946236558,89.24731182795699
0,66,287,0.5,44,25000,25044,70.56,93.33333333333333,86.66666666666667,30,74.1,90.94076655052265,78.74564459930313
0,66,287,1,89,25000,25089,70.56,93.33333333333333,86.66666666666667,30,73.51,90.94076655052265,76.30662020905923
0,66,287,2,178,25000,25178,70.56,86.66666666666667,86.66666666666667,30,75.76,90.94076655052265,86.41114982578397
0,67,214,0.5,99,25000,25099,70.56,97.33333333333333,97.33333333333333,75,73.31,92.05607476635514,76.16822429906541
0,67,214,1,198,25000,25198,70.56,97.33333333333333,97.33333333333333,75,74.71,92.05607476635514,83.64485981308411
0,67,214,2,396,25000,25396,70.56,97.33333333333333,97.33333333333333,75,76.63,92.05607476635514,92.52336449
0,68,190,0.5,310,25000,25310,70.56,60.16949152542373,57.20338983050848,236,76.04,89.47368421052632,88.94736842105263
0,68,190,1,621,25000,25621,70.56,58.898305084745765,57.20338983050848,236,74.91,89.47368421052632,95.78947368421052
0,68,190,2,1242,25000,26242,70.56,63.983050847457626,57.20338983050848,236,72.95,89.47368421052632,95.26315789473684
0,69,110,0.5,90,25000,25090,70.56,72.22222222222223,76.38888888888889,72,68.71,93.63636363636364,75.45454545454545
0,69,110,1,180,25000,25180,70.56,73.61111111111111,76.38888888888889,72,77.05,93.63636363636364,94.54545454545455
0,69,110,2,360,25000,25360,70.56,72.22222222222223,76.38888888888889,72,74.64,93.63636363636364,98.18181818181819
0,70,251,0.5,199,25000,25199,70.56,86.11111111111111,80.55555555555556,180,73.92,91.63346613545816,83.66533864541833
0,70,251,1,398,25000,25398,70.56,85,80.55555555555556,180,75.87,91.63346613545816,87.64940239043824
0,70,251,2,796,25000,25796,70.56,70,80.55555555555556,180,74.37,91.63346613545816,96.41434262948208
0,71,200,0.5,18,25000,25018,70.56,81.25,87.5,16,76.32,90.5,77
0,71,200,1,36,25000,25036,70.56,81.25,87.5,16,75.4,90.5,75.5
0,71,200,2,72,25000,25072,70.56,93.75,87.5,16,75.82,90.5,77
0,72,316,0.5,186,25000,25186,70.56,68.88888888888889,65.92592592592592,135,75.2,91.77215189873418,84.17721518987342
0,72,316,1,373,25000,25373,70.56,70.37037037037037,65.92592592592592,135,76.32,91.77215189873418,88.29113924050633
0,72,316,2,746,25000,25746,70.56,51.111111111111114,65.92592592592592,135,74.02,91.77215189873418,93.98734177
0,73,242,0.5,93,25000,25093,70.56,86.66666666666667,90,60,74.29,92.14876033057851,80.57851239669421
0,73,242,1,186,25000,25186,70.56,96.66666666666667,90,60,74.92,92.14876033057851,87.19008264
0,73,242,2,372,25000,25372,70.56,96.66666666666667,90,60,76.77,92.14876033057851,90.08264462809917
0,74,299,0.5,75,25000,25075,70.56,95.52238806,95.52238806,67,77.79,89.63210702341136,84.61538461538461
0,74,299,1,150,25000,25150,70.56,94.02985074626865,95.52238806,67,74.91,89.63210702341136,82.27424749163879
0,74,299,2,300,25000,25300,70.56,94.02985074626865,95.52238806,67,71.91,89.63210702341136,80.26755853
0,75,221,0.5,127,25000,25127,70.56,81,75,100,76.3,95.02262443438914,85.52036199095022
0,75,221,1,254,25000,25254,70.56,77,75,100,74.54,95.02262443438914,90.49773755656109
0,75,221,2,508,25000,25508,70.56,75,75,100,75.14,95.02262443438914,90.95022624
0,76,261,0.5,163,25000,25163,70.56,77.86259541984732,81.67938931,131,75.36,90.03831417624521,82.37547892720306
0,76,261,1,326,25000,25326,70.56,69.46564885496183,81.67938931,131,75.87,90.03831417624521,89.27203065
0,76,261,2,652,25000,25652,70.56,77.86259541984732,81.67938931,131,75.65,90.03831417624521,95.40229885057471
0,77,411,0.5,102,25000,25102,70.56,67.02127659574468,71.27659574468085,94,76.25,91.97080291970804,82.23844282238443
0,77,411,1,204,25000,25204,70.56,60.638297872340424,71.27659574468085,94,73.85,91.97080291970804,79.07542579075425
0,77,411,2,408,25000,25408,70.56,67.02127659574468,71.27659574468085,94,74.32,91.97080291970804,89.53771289537713
0,78,214,0.5,126,25000,25126,70.56,88.77551020408163,91.83673469387755,98,76.06,90.18691588785046,84.11214953271028
0,78,214,1,253,25000,25253,70.56,88.77551020408163,91.83673469387755,98,74.37,90.18691588785046,81.77570093457943
0,78,214,2,506,25000,25506,70.56,84.69387755,91.83673469387755,98,73.83,90.18691588785046,91.12149533
0,79,290,0.5,299,25000,25299,70.56,52,44.44444444444444,225,75.61,92.06896551724138,86.55172413793103
0,79,290,1,598,25000,25598,70.56,50.22222222222222,44.44444444444444,225,75.64,92.06896551724138,92.75862068965517
0,79,290,2,1196,25000,26196,70.56,57.333333333333336,44.44444444444444,225,75.63,92.06896551724138,94.48275862068965
0,80,136,0.5,131,25000,25131,70.56,94.01709401709402,94.01709401709402,117,76.66,89.70588235294117,86.76470588235294
0,80,136,1,263,25000,25263,70.56,93.16239316239316,94.01709401709402,117,73.62,89.70588235294117,88.23529411764706
0,80,136,2,526,25000,25526,70.56,89.74358974358974,94.01709401709402,117,73.79,89.70588235294117,94.11764705882354
