Model,Cluster index,Cluster count,Poison rate,Number of poisoned samples,Aux indices,Test indices,Original dataset size,Poisoned dataset size,Number of samples tested on poisoned model,Base silhouette,Clean Model Accuracy,Clean Model Loss,Clean Model Precision,Clean Model Recall,Clean Model F1,Target Model Accuracy,Target Model Loss,Target Model Precision,Target Model Recall,Target Model F1,Subpop Baseline Accuracy,Subpop Baseline Loss,Subpop Baseline Precision,Subpop Baseline Recall,Subpop Baseline F1,Collateral Model Accuracy,Collateral Model Loss,Collateral Model Precision,Collateral Model Recall,Collateral Model F1
4,0,181,0.5,90,"[0, 202, 234, 297, 518, 702, 716, 851, 875, 934, 1113, 1135, 1690, 1695, 1714, 1770, 1771, 1910, 1958, 1986, 2058, 2077, 2254, 2373, 2434, 2527, 2664, 3118, 3225, 3317, 3422, 3546, 3563, 3662, 3686, 3957, 4164, 4283, 4302, 4497, 4575, 4615, 4868, 4944, 4958, 5074, 5352, 5462, 5548, 5549, 5742, 5836, 5899, 6030, 6162, 6177, 6250, 6490, 6549, 6640, 6708, 6791, 6919, 6995, 7075, 7246, 7583, 7623, 8140, 8183, 8476, 8733, 8815, 8892, 8905, 9004, 9058, 9168, 9363, 9731, 9783, 9833, 10138, 10154, 10188, 10447, 10469, 10566, 10843, 10998, 11201, 11354, 11950, 11967, 12044, 12520, 12650, 12697, 13321, 13559, 13657, 13764, 13789, 13801, 14139, 14144, 14312, 14488, 14549, 14601, 14659, 14868, 15045, 15615, 15630, 15836, 15960, 15976, 16117, 16138, 16492, 16499, 16541, 16751, 16825, 16831, 17204, 17575, 17914, 18091, 18099, 18170, 18178, 18310, 18375, 18505, 18830, 19023, 19160, 19161, 19213, 19701, 19734, 19916, 20079, 20205, 20337, 20380, 20404, 20678, 20802, 20923, 21035, 21154, 21556, 21567, 21645, 21698, 21701, 21967, 22144, 22235, 22248, 22857, 22947, 23048, 23113, 23177, 23221, 23340, 23430, 23433, 23515, 23599, 23696, 23702, 23797, 23891, 24339, 24576, 24936]","[151, 379, 718, 734, 1133, 1204, 1303, 1450, 1558, 1682, 1703, 2127, 2214, 2420, 2435, 2608, 2753, 2859, 3020, 3053, 3125, 3310, 3319, 3341, 3576, 3601, 3610, 3716, 3960, 3969, 4225, 4280, 4334, 4448, 4804, 4847, 5612, 5639, 5817, 5871, 5949, 6296, 6370, 6391, 6560, 6578, 6601, 6651, 6764, 6898, 6935, 7128, 7162, 7751, 7830, 8082, 8180, 8181, 8663, 9194, 9299, 9489, 9504, 9722]",25000,25090,64,0.387461672,80.89,0.750853981,0.812748917,0.8089,0.810819891,82.8125,0.516578674,0.825512821,0.790439005,0.817001801,82.8125,0.579651356,0.751011905,0.769949495,0.760362803,80.72,0.668855028,0.827044573,0.8072,0.817001801
4,0,181,1,181,"[0, 202, 234, 297, 518, 702, 716, 851, 875, 934, 1113, 1135, 1690, 1695, 1714, 1770, 1771, 1910, 1958, 1986, 2058, 2077, 2254, 2373, 2434, 2527, 2664, 3118, 3225, 3317, 3422, 3546, 3563, 3662, 3686, 3957, 4164, 4283, 4302, 4497, 4575, 4615, 4868, 4944, 4958, 5074, 5352, 5462, 5548, 5549, 5742, 5836, 5899, 6030, 6162, 6177, 6250, 6490, 6549, 6640, 6708, 6791, 6919, 6995, 7075, 7246, 7583, 7623, 8140, 8183, 8476, 8733, 8815, 8892, 8905, 9004, 9058, 9168, 9363, 9731, 9783, 9833, 10138, 10154, 10188, 10447, 10469, 10566, 10843, 10998, 11201, 11354, 11950, 11967, 12044, 12520, 12650, 12697, 13321, 13559, 13657, 13764, 13789, 13801, 14139, 14144, 14312, 14488, 14549, 14601, 14659, 14868, 15045, 15615, 15630, 15836, 15960, 15976, 16117, 16138, 16492, 16499, 16541, 16751, 16825, 16831, 17204, 17575, 17914, 18091, 18099, 18170, 18178, 18310, 18375, 18505, 18830, 19023, 19160, 19161, 19213, 19701, 19734, 19916, 20079, 20205, 20337, 20380, 20404, 20678, 20802, 20923, 21035, 21154, 21556, 21567, 21645, 21698, 21701, 21967, 22144, 22235, 22248, 22857, 22947, 23048, 23113, 23177, 23221, 23340, 23430, 23433, 23515, 23599, 23696, 23702, 23797, 23891, 24339, 24576, 24936]","[151, 379, 718, 734, 1133, 1204, 1303, 1450, 1558, 1682, 1703, 2127, 2214, 2420, 2435, 2608, 2753, 2859, 3020, 3053, 3125, 3310, 3319, 3341, 3576, 3601, 3610, 3716, 3960, 3969, 4225, 4280, 4334, 4448, 4804, 4847, 5612, 5639, 5817, 5871, 5949, 6296, 6370, 6391, 6560, 6578, 6601, 6651, 6764, 6898, 6935, 7128, 7162, 7751, 7830, 8082, 8180, 8181, 8663, 9194, 9299, 9489, 9504, 9722]",25000,25181,64,0.387461672,80.89,0.750853981,0.812748917,0.8089,0.810819891,75,0.807560921,0.778730159,0.712544678,0.809386899,82.8125,0.579651356,0.751011905,0.769949495,0.760362803,79.79,0.709249793,0.82120937,0.7979,0.809386899
4,0,181,2,362,"[0, 202, 234, 297, 518, 702, 716, 851, 875, 934, 1113, 1135, 1690, 1695, 1714, 1770, 1771, 1910, 1958, 1986, 2058, 2077, 2254, 2373, 2434, 2527, 2664, 3118, 3225, 3317, 3422, 3546, 3563, 3662, 3686, 3957, 4164, 4283, 4302, 4497, 4575, 4615, 4868, 4944, 4958, 5074, 5352, 5462, 5548, 5549, 5742, 5836, 5899, 6030, 6162, 6177, 6250, 6490, 6549, 6640, 6708, 6791, 6919, 6995, 7075, 7246, 7583, 7623, 8140, 8183, 8476, 8733, 8815, 8892, 8905, 9004, 9058, 9168, 9363, 9731, 9783, 9833, 10138, 10154, 10188, 10447, 10469, 10566, 10843, 10998, 11201, 11354, 11950, 11967, 12044, 12520, 12650, 12697, 13321, 13559, 13657, 13764, 13789, 13801, 14139, 14144, 14312, 14488, 14549, 14601, 14659, 14868, 15045, 15615, 15630, 15836, 15960, 15976, 16117, 16138, 16492, 16499, 16541, 16751, 16825, 16831, 17204, 17575, 17914, 18091, 18099, 18170, 18178, 18310, 18375, 18505, 18830, 19023, 19160, 19161, 19213, 19701, 19734, 19916, 20079, 20205, 20337, 20380, 20404, 20678, 20802, 20923, 21035, 21154, 21556, 21567, 21645, 21698, 21701, 21967, 22144, 22235, 22248, 22857, 22947, 23048, 23113, 23177, 23221, 23340, 23430, 23433, 23515, 23599, 23696, 23702, 23797, 23891, 24339, 24576, 24936]","[151, 379, 718, 734, 1133, 1204, 1303, 1450, 1558, 1682, 1703, 2127, 2214, 2420, 2435, 2608, 2753, 2859, 3020, 3053, 3125, 3310, 3319, 3341, 3576, 3601, 3610, 3716, 3960, 3969, 4225, 4280, 4334, 4448, 4804, 4847, 5612, 5639, 5817, 5871, 5949, 6296, 6370, 6391, 6560, 6578, 6601, 6651, 6764, 6898, 6935, 7128, 7162, 7751, 7830, 8082, 8180, 8181, 8663, 9194, 9299, 9489, 9504, 9722]",25000,25362,64,0.387461672,80.89,0.750853981,0.812748917,0.8089,0.810819891,78.125,0.691938579,0.792226107,0.763943279,0.807694529,82.8125,0.579651356,0.751011905,0.769949495,0.760362803,79.79,0.725439903,0.81773251,0.7979,0.807694529
4,1,436,0.5,218,"[66, 236, 244, 272, 290, 306, 316, 321, 362, 374, 509, 679, 682, 732, 1019, 1045, 1096, 1239, 1299, 1413, 1438, 1469, 1498, 1514, 1593, 1687, 1748, 1751, 1776, 1825, 1846, 1869, 1939, 2059, 2073, 2129, 2134, 2144, 2167, 2181, 2187, 2208, 2260, 2280, 2334, 2344, 2353, 2369, 2392, 2474, 2716, 2728, 2744, 2796, 2805, 2854, 2872, 2912, 2969, 3085, 3143, 3185, 3194, 3216, 3297, 3383, 3400, 3671, 3682, 3701, 3828, 3924, 4016, 4108, 4337, 4379, 4401, 4440, 4468, 4485, 4520, 4527, 4601, 4627, 4884, 4901, 4920, 5017, 5081, 5107, 5161, 5164, 5166, 5249, 5350, 5417, 5438, 5457, 5463, 5490, 5507, 5556, 5655, 5679, 5709, 5745, 5760, 5821, 5875, 5879, 5905, 6081, 6168, 6239, 6248, 6430, 6485, 6487, 6548, 6749, 6997, 7175, 7229, 7230, 7274, 7342, 7345, 7475, 7518, 7577, 7646, 7742, 7750, 7920, 8034, 8070, 8095, 8171, 8190, 8276, 8475, 8495, 8499, 8569, 9015, 9051, 9084, 9117, 9129, 9162, 9197, 9240, 9294, 9404, 9415, 9461, 9614, 9720, 9831, 9932, 9958, 9965, 10080, 10105, 10147, 10257, 10273, 10321, 10396, 10417, 10488, 10512, 10570, 10573, 10651, 10736, 10769, 10798, 10924, 10930, 10945, 10970, 11036, 11198, 11209, 11245, 11343, 11349, 11406, 11430, 11474, 11532, 11533, 11559, 11619, 11705, 11872, 11913, 11927, 11944, 11968, 12096, 12105, 12196, 12331, 12348, 12458, 12481, 12491, 12514, 12549, 12592, 12742, 12874, 12974, 13120, 13135, 13282, 13315, 13333, 13377, 13388, 13405, 13473, 13532, 13577, 13593, 13615, 13642, 13665, 13727, 13752, 13759, 13861, 13919, 14004, 14065, 14174, 14516, 14541, 14645, 14681, 14717, 14785, 14794, 14817, 14935, 14937, 14972, 14985, 14998, 15008, 15111, 15161, 15192, 15206, 15210, 15336, 15497, 15647, 15730, 15848, 15853, 15898, 15961, 16090, 16092, 16099, 16180, 16187, 16202, 16293, 16347, 16404, 16414, 16536, 16647, 16666, 16773, 16794, 16803, 16822, 16893, 16947, 16988, 17042, 17141, 17196, 17345, 17347, 17404, 17500, 17501, 17511, 17567, 17633, 17673, 17677, 17891, 17938, 18028, 18094, 18251, 18274, 18287, 18363, 18438, 18448, 18489, 18512, 18528, 18533, 18614, 18622, 18646, 18669, 18674, 18722, 18778, 18873, 18949, 18953, 18964, 18993, 19074, 19198, 19226, 19257, 19260, 19474, 19554, 19632, 19711, 19749, 19953, 19964, 19966, 19978, 20086, 20220, 20264, 20320, 20376, 20405, 20460, 20479, 20532, 20680, 20696, 20724, 20798, 20875, 20953, 20994, 21002, 21006, 21021, 21057, 21069, 21082, 21089, 21126, 21133, 21176, 21206, 21350, 21358, 21361, 21428, 21489, 21490, 21535, 21559, 21759, 21760, 21764, 21810, 21996, 22093, 22100, 22104, 22170, 22202, 22222, 22290, 22297, 22370, 22406, 22454, 22505, 22534, 22641, 22645, 22651, 22684, 23017, 23094, 23124, 23132, 23149, 23176, 23233, 23293, 23364, 23417, 23425, 23486, 23570, 23725, 23732, 23743, 23799, 23803, 23842, 23883, 23901, 23904, 24025, 24083, 24103, 24104, 24202, 24321, 24357, 24383, 24430, 24462, 24493, 24569, 24609, 24680, 24741, 24840, 24905, 24913, 24960]","[40, 164, 216, 244, 247, 285, 375, 434, 485, 486, 539, 550, 609, 618, 626, 692, 708, 763, 767, 851, 886, 898, 974, 1067, 1213, 1314, 1378, 1396, 1439, 1534, 1565, 1652, 1866, 1867, 1897, 1900, 1914, 1957, 2086, 2150, 2176, 2198, 2247, 2296, 2374, 2402, 2576, 2679, 2693, 2744, 2844, 2851, 2872, 2947, 3045, 3064, 3152, 3157, 3222, 3302, 3308, 3318, 3336, 3464, 3516, 3520, 3533, 3575, 3578, 3655, 3672, 3766, 3871, 3873, 3971, 3987, 4135, 4214, 4218, 4283, 4460, 4569, 4588, 4712, 4825, 4853, 4893, 4936, 4979, 4999, 5056, 5066, 5083, 5087, 5126, 5132, 5226, 5261, 5340, 5392, 5526, 5668, 5696, 5720, 5790, 5875, 5930, 5931, 5972, 5986, 6100, 6133, 6169, 6256, 6303, 6349, 6373, 6386, 6420, 6425, 6428, 6435, 6466, 6499, 6552, 6565, 6716, 6741, 6811, 6819, 6982, 7039, 7054, 7139, 7152, 7247, 7260, 7302, 7424, 7461, 7513, 7563, 7589, 7603, 7609, 7632, 7677, 7694, 7699, 7753, 7770, 7780, 7793, 7811, 7884, 7897, 7947, 7953, 7984, 8043, 8045, 8058, 8092, 8157, 8194, 8201, 8278, 8297, 8332, 8400, 8425, 8447, 8513, 8594, 8672, 8704, 8715, 8727, 8804, 8849, 8907, 8930, 8993, 9026, 9112, 9221, 9238, 9324, 9325, 9445, 9507, 9593, 9633, 9648, 9652, 9769, 9788, 9807, 9938, 9980]",25000,25218,200,0.387461672,80.89,0.750853981,0.812748917,0.8089,0.810819891,86,0.509059943,0.844829126,0.835624261,0.817312016,82.5,0.552097693,0.795173847,0.800568703,0.797862156,81.15,0.642302712,0.823207885,0.8115,0.817312016
4,1,436,1,436,"[66, 236, 244, 272, 290, 306, 316, 321, 362, 374, 509, 679, 682, 732, 1019, 1045, 1096, 1239, 1299, 1413, 1438, 1469, 1498, 1514, 1593, 1687, 1748, 1751, 1776, 1825, 1846, 1869, 1939, 2059, 2073, 2129, 2134, 2144, 2167, 2181, 2187, 2208, 2260, 2280, 2334, 2344, 2353, 2369, 2392, 2474, 2716, 2728, 2744, 2796, 2805, 2854, 2872, 2912, 2969, 3085, 3143, 3185, 3194, 3216, 3297, 3383, 3400, 3671, 3682, 3701, 3828, 3924, 4016, 4108, 4337, 4379, 4401, 4440, 4468, 4485, 4520, 4527, 4601, 4627, 4884, 4901, 4920, 5017, 5081, 5107, 5161, 5164, 5166, 5249, 5350, 5417, 5438, 5457, 5463, 5490, 5507, 5556, 5655, 5679, 5709, 5745, 5760, 5821, 5875, 5879, 5905, 6081, 6168, 6239, 6248, 6430, 6485, 6487, 6548, 6749, 6997, 7175, 7229, 7230, 7274, 7342, 7345, 7475, 7518, 7577, 7646, 7742, 7750, 7920, 8034, 8070, 8095, 8171, 8190, 8276, 8475, 8495, 8499, 8569, 9015, 9051, 9084, 9117, 9129, 9162, 9197, 9240, 9294, 9404, 9415, 9461, 9614, 9720, 9831, 9932, 9958, 9965, 10080, 10105, 10147, 10257, 10273, 10321, 10396, 10417, 10488, 10512, 10570, 10573, 10651, 10736, 10769, 10798, 10924, 10930, 10945, 10970, 11036, 11198, 11209, 11245, 11343, 11349, 11406, 11430, 11474, 11532, 11533, 11559, 11619, 11705, 11872, 11913, 11927, 11944, 11968, 12096, 12105, 12196, 12331, 12348, 12458, 12481, 12491, 12514, 12549, 12592, 12742, 12874, 12974, 13120, 13135, 13282, 13315, 13333, 13377, 13388, 13405, 13473, 13532, 13577, 13593, 13615, 13642, 13665, 13727, 13752, 13759, 13861, 13919, 14004, 14065, 14174, 14516, 14541, 14645, 14681, 14717, 14785, 14794, 14817, 14935, 14937, 14972, 14985, 14998, 15008, 15111, 15161, 15192, 15206, 15210, 15336, 15497, 15647, 15730, 15848, 15853, 15898, 15961, 16090, 16092, 16099, 16180, 16187, 16202, 16293, 16347, 16404, 16414, 16536, 16647, 16666, 16773, 16794, 16803, 16822, 16893, 16947, 16988, 17042, 17141, 17196, 17345, 17347, 17404, 17500, 17501, 17511, 17567, 17633, 17673, 17677, 17891, 17938, 18028, 18094, 18251, 18274, 18287, 18363, 18438, 18448, 18489, 18512, 18528, 18533, 18614, 18622, 18646, 18669, 18674, 18722, 18778, 18873, 18949, 18953, 18964, 18993, 19074, 19198, 19226, 19257, 19260, 19474, 19554, 19632, 19711, 19749, 19953, 19964, 19966, 19978, 20086, 20220, 20264, 20320, 20376, 20405, 20460, 20479, 20532, 20680, 20696, 20724, 20798, 20875, 20953, 20994, 21002, 21006, 21021, 21057, 21069, 21082, 21089, 21126, 21133, 21176, 21206, 21350, 21358, 21361, 21428, 21489, 21490, 21535, 21559, 21759, 21760, 21764, 21810, 21996, 22093, 22100, 22104, 22170, 22202, 22222, 22290, 22297, 22370, 22406, 22454, 22505, 22534, 22641, 22645, 22651, 22684, 23017, 23094, 23124, 23132, 23149, 23176, 23233, 23293, 23364, 23417, 23425, 23486, 23570, 23725, 23732, 23743, 23799, 23803, 23842, 23883, 23901, 23904, 24025, 24083, 24103, 24104, 24202, 24321, 24357, 24383, 24430, 24462, 24493, 24569, 24609, 24680, 24741, 24840, 24905, 24913, 24960]","[40, 164, 216, 244, 247, 285, 375, 434, 485, 486, 539, 550, 609, 618, 626, 692, 708, 763, 767, 851, 886, 898, 974, 1067, 1213, 1314, 1378, 1396, 1439, 1534, 1565, 1652, 1866, 1867, 1897, 1900, 1914, 1957, 2086, 2150, 2176, 2198, 2247, 2296, 2374, 2402, 2576, 2679, 2693, 2744, 2844, 2851, 2872, 2947, 3045, 3064, 3152, 3157, 3222, 3302, 3308, 3318, 3336, 3464, 3516, 3520, 3533, 3575, 3578, 3655, 3672, 3766, 3871, 3873, 3971, 3987, 4135, 4214, 4218, 4283, 4460, 4569, 4588, 4712, 4825, 4853, 4893, 4936, 4979, 4999, 5056, 5066, 5083, 5087, 5126, 5132, 5226, 5261, 5340, 5392, 5526, 5668, 5696, 5720, 5790, 5875, 5930, 5931, 5972, 5986, 6100, 6133, 6169, 6256, 6303, 6349, 6373, 6386, 6420, 6425, 6428, 6435, 6466, 6499, 6552, 6565, 6716, 6741, 6811, 6819, 6982, 7039, 7054, 7139, 7152, 7247, 7260, 7302, 7424, 7461, 7513, 7563, 7589, 7603, 7609, 7632, 7677, 7694, 7699, 7753, 7770, 7780, 7793, 7811, 7884, 7897, 7947, 7953, 7984, 8043, 8045, 8058, 8092, 8157, 8194, 8201, 8278, 8297, 8332, 8400, 8425, 8447, 8513, 8594, 8672, 8704, 8715, 8727, 8804, 8849, 8907, 8930, 8993, 9026, 9112, 9221, 9238, 9324, 9325, 9445, 9507, 9593, 9633, 9648, 9652, 9769, 9788, 9807, 9938, 9980]",25000,25436,200,0.387461672,80.89,0.750853981,0.812748917,0.8089,0.810819891,82,0.564744338,0.791519433,0.798028466,0.816911473,82.5,0.552097693,0.795173847,0.800568703,0.797862156,81.44,0.65258084,0.819438483,0.8144,0.816911473
4,1,436,2,872,"[66, 236, 244, 272, 290, 306, 316, 321, 362, 374, 509, 679, 682, 732, 1019, 1045, 1096, 1239, 1299, 1413, 1438, 1469, 1498, 1514, 1593, 1687, 1748, 1751, 1776, 1825, 1846, 1869, 1939, 2059, 2073, 2129, 2134, 2144, 2167, 2181, 2187, 2208, 2260, 2280, 2334, 2344, 2353, 2369, 2392, 2474, 2716, 2728, 2744, 2796, 2805, 2854, 2872, 2912, 2969, 3085, 3143, 3185, 3194, 3216, 3297, 3383, 3400, 3671, 3682, 3701, 3828, 3924, 4016, 4108, 4337, 4379, 4401, 4440, 4468, 4485, 4520, 4527, 4601, 4627, 4884, 4901, 4920, 5017, 5081, 5107, 5161, 5164, 5166, 5249, 5350, 5417, 5438, 5457, 5463, 5490, 5507, 5556, 5655, 5679, 5709, 5745, 5760, 5821, 5875, 5879, 5905, 6081, 6168, 6239, 6248, 6430, 6485, 6487, 6548, 6749, 6997, 7175, 7229, 7230, 7274, 7342, 7345, 7475, 7518, 7577, 7646, 7742, 7750, 7920, 8034, 8070, 8095, 8171, 8190, 8276, 8475, 8495, 8499, 8569, 9015, 9051, 9084, 9117, 9129, 9162, 9197, 9240, 9294, 9404, 9415, 9461, 9614, 9720, 9831, 9932, 9958, 9965, 10080, 10105, 10147, 10257, 10273, 10321, 10396, 10417, 10488, 10512, 10570, 10573, 10651, 10736, 10769, 10798, 10924, 10930, 10945, 10970, 11036, 11198, 11209, 11245, 11343, 11349, 11406, 11430, 11474, 11532, 11533, 11559, 11619, 11705, 11872, 11913, 11927, 11944, 11968, 12096, 12105, 12196, 12331, 12348, 12458, 12481, 12491, 12514, 12549, 12592, 12742, 12874, 12974, 13120, 13135, 13282, 13315, 13333, 13377, 13388, 13405, 13473, 13532, 13577, 13593, 13615, 13642, 13665, 13727, 13752, 13759, 13861, 13919, 14004, 14065, 14174, 14516, 14541, 14645, 14681, 14717, 14785, 14794, 14817, 14935, 14937, 14972, 14985, 14998, 15008, 15111, 15161, 15192, 15206, 15210, 15336, 15497, 15647, 15730, 15848, 15853, 15898, 15961, 16090, 16092, 16099, 16180, 16187, 16202, 16293, 16347, 16404, 16414, 16536, 16647, 16666, 16773, 16794, 16803, 16822, 16893, 16947, 16988, 17042, 17141, 17196, 17345, 17347, 17404, 17500, 17501, 17511, 17567, 17633, 17673, 17677, 17891, 17938, 18028, 18094, 18251, 18274, 18287, 18363, 18438, 18448, 18489, 18512, 18528, 18533, 18614, 18622, 18646, 18669, 18674, 18722, 18778, 18873, 18949, 18953, 18964, 18993, 19074, 19198, 19226, 19257, 19260, 19474, 19554, 19632, 19711, 19749, 19953, 19964, 19966, 19978, 20086, 20220, 20264, 20320, 20376, 20405, 20460, 20479, 20532, 20680, 20696, 20724, 20798, 20875, 20953, 20994, 21002, 21006, 21021, 21057, 21069, 21082, 21089, 21126, 21133, 21176, 21206, 21350, 21358, 21361, 21428, 21489, 21490, 21535, 21559, 21759, 21760, 21764, 21810, 21996, 22093, 22100, 22104, 22170, 22202, 22222, 22290, 22297, 22370, 22406, 22454, 22505, 22534, 22641, 22645, 22651, 22684, 23017, 23094, 23124, 23132, 23149, 23176, 23233, 23293, 23364, 23417, 23425, 23486, 23570, 23725, 23732, 23743, 23799, 23803, 23842, 23883, 23901, 23904, 24025, 24083, 24103, 24104, 24202, 24321, 24357, 24383, 24430, 24462, 24493, 24569, 24609, 24680, 24741, 24840, 24905, 24913, 24960]","[40, 164, 216, 244, 247, 285, 375, 434, 485, 486, 539, 550, 609, 618, 626, 692, 708, 763, 767, 851, 886, 898, 974, 1067, 1213, 1314, 1378, 1396, 1439, 1534, 1565, 1652, 1866, 1867, 1897, 1900, 1914, 1957, 2086, 2150, 2176, 2198, 2247, 2296, 2374, 2402, 2576, 2679, 2693, 2744, 2844, 2851, 2872, 2947, 3045, 3064, 3152, 3157, 3222, 3302, 3308, 3318, 3336, 3464, 3516, 3520, 3533, 3575, 3578, 3655, 3672, 3766, 3871, 3873, 3971, 3987, 4135, 4214, 4218, 4283, 4460, 4569, 4588, 4712, 4825, 4853, 4893, 4936, 4979, 4999, 5056, 5066, 5083, 5087, 5126, 5132, 5226, 5261, 5340, 5392, 5526, 5668, 5696, 5720, 5790, 5875, 5930, 5931, 5972, 5986, 6100, 6133, 6169, 6256, 6303, 6349, 6373, 6386, 6420, 6425, 6428, 6435, 6466, 6499, 6552, 6565, 6716, 6741, 6811, 6819, 6982, 7039, 7054, 7139, 7152, 7247, 7260, 7302, 7424, 7461, 7513, 7563, 7589, 7603, 7609, 7632, 7677, 7694, 7699, 7753, 7770, 7780, 7793, 7811, 7884, 7897, 7947, 7953, 7984, 8043, 8045, 8058, 8092, 8157, 8194, 8201, 8278, 8297, 8332, 8400, 8425, 8447, 8513, 8594, 8672, 8704, 8715, 8727, 8804, 8849, 8907, 8930, 8993, 9026, 9112, 9221, 9238, 9324, 9325, 9445, 9507, 9593, 9633, 9648, 9652, 9769, 9788, 9807, 9938, 9980]",25000,25872,200,0.387461672,80.89,0.750853981,0.812748917,0.8089,0.810819891,75.5,0.596332831,0.731455995,0.731989275,0.807190821,82.5,0.552097693,0.795173847,0.800568703,0.797862156,79.96,0.695669378,0.814927146,0.7996,0.807190821
4,2,53,0.5,26,"[143, 237, 529, 552, 628, 1122, 1484, 2441, 3131, 4186, 4199, 4790, 5264, 6774, 7370, 7472, 7815, 7946, 9295, 9368, 10712, 11053, 11252, 12270, 12619, 13524, 13895, 14033, 14082, 14753, 15056, 15061, 16534, 16619, 16809, 16968, 17025, 18235, 18538, 20055, 20563, 20818, 20852, 21052, 21614, 21849, 22176, 22721, 23369, 23675, 24161, 24469, 24873]","[102, 423, 529, 1338, 1388, 2323, 2390, 2746, 3875, 4427, 5084, 5235, 5460, 5539, 5591, 5754, 5842, 6112, 6255, 6281, 6904, 6990, 7145, 7764, 8490, 9328, 9712]",25000,25026,27,0.387461672,80.89,0.750853981,0.812748917,0.8089,0.810819891,85.18518519,0.614346266,0.888888889,0.896296296,0.819505736,70.37037037,0.825229645,0.634920635,0.65,0.642371834,81.38,0.671470387,0.825292046,0.8138,0.819505736
4,2,53,1,53,"[143, 237, 529, 552, 628, 1122, 1484, 2441, 3131, 4186, 4199, 4790, 5264, 6774, 7370, 7472, 7815, 7946, 9295, 9368, 10712, 11053, 11252, 12270, 12619, 13524, 13895, 14033, 14082, 14753, 15056, 15061, 16534, 16619, 16809, 16968, 17025, 18235, 18538, 20055, 20563, 20818, 20852, 21052, 21614, 21849, 22176, 22721, 23369, 23675, 24161, 24469, 24873]","[102, 423, 529, 1338, 1388, 2323, 2390, 2746, 3875, 4427, 5084, 5235, 5460, 5539, 5591, 5754, 5842, 6112, 6255, 6281, 6904, 6990, 7145, 7764, 8490, 9328, 9712]",25000,25053,27,0.387461672,80.89,0.750853981,0.812748917,0.8089,0.810819891,77.77777778,0.715823293,0.755555556,0.65,0.818771364,70.37037037,0.825229645,0.634920635,0.65,0.642371834,80.68,0.685130948,0.831103343,0.8068,0.818771364
4,2,53,2,106,"[143, 237, 529, 552, 628, 1122, 1484, 2441, 3131, 4186, 4199, 4790, 5264, 6774, 7370, 7472, 7815, 7946, 9295, 9368, 10712, 11053, 11252, 12270, 12619, 13524, 13895, 14033, 14082, 14753, 15056, 15061, 16534, 16619, 16809, 16968, 17025, 18235, 18538, 20055, 20563, 20818, 20852, 21052, 21614, 21849, 22176, 22721, 23369, 23675, 24161, 24469, 24873]","[102, 423, 529, 1338, 1388, 2323, 2390, 2746, 3875, 4427, 5084, 5235, 5460, 5539, 5591, 5754, 5842, 6112, 6255, 6281, 6904, 6990, 7145, 7764, 8490, 9328, 9712]",25000,25106,27,0.387461672,80.89,0.750853981,0.812748917,0.8089,0.810819891,77.77777778,1.109442949,0.82037037,0.818518519,0.821479351,70.37037037,0.825229645,0.634920635,0.65,0.642371834,81.9,0.641949566,0.823973759,0.819,0.821479351
