Model,Cluster index,Cluster count,Poison rate,Number of poisoned samples,Aux indices,Test indices,Original dataset size,Poisoned dataset size,Clean Model Accuracy,"Poisoned Model, Clean Subpopulation accuracy (target)","Clean Model, Clean Subpopulation accuracy (subpop baseline)",Number of samples tested on poisoned model,"Poisoned Model, Clean Test Data accuracy (collateral)","Clean Model, Poison Data accuracy","Poisoned Model, Poison Data accuracy"
5,47,308,2.0,616,"[   77   232   317   329   373   415   562   578   621   665   701   705
   720   788   919   983   984   992  1039  1102  1113  1222  1352  1364
  1407  1541  1546  1669  1772  1882  1903  1942  2037  2094  2099  2134
  2149  2150  2256  2262  2317  2321  2325  2371  2503  2647  2653  2838
  2917  2930  2990  3021  3059  3192  3266  3305  3326  3334  3399  3448
  3484  3642  3729  3830  3908  4037  4069  4211  4261  4357  4371  4452
  4463  4502  4503  4618  4654  4817  4863  5034  5079  5111  5114  5119
  5229  5360  5363  5697  5890  5958  6012  6026  6471  6473  6583  6766
  6774  6946  6983  7088  7250  7306  7346  7379  7515  7525  7561  7604
  7808  7871  7890  8062  8225  8237  8424  8460  8485  8700  8839  8873
  9033  9077  9085  9238  9410  9472  9559  9654  9656  9836  9862 10283
 10397 10461 10473 10554 10579 10603 10610 10818 10875 10960 10968 11053
 11101 11182 11288 11355 11360 11378 11417 11589 11872 11897 11898 11967
 12069 12109 12123 12126 12138 12216 12458 12511 12681 12696 12705 12720
 12857 12933 13238 13326 13513 13657 13966 14044 14144 14227 14238 14297
 14524 14618 14620 14810 14857 14877 15062 15095 15239 15368 15476 15567
 15673 15864 16004 16029 16238 16273 16297 16362 16532 16584 16600 16617
 16700 16701 16705 16796 16827 16829 16844 16959 16991 17041 17114 17172
 17222 17312 17425 17426 17458 17580 17646 18043 18100 18184 18276 18345
 18357 18417 18650 18792 19005 19040 19126 19234 19277 19535 19551 19695
 19891 19914 19988 20006 20007 20027 20088 20106 20151 20290 20736 20760
 20825 20931 20999 21163 21340 21344 21469 21536 21579 21607 21646 21652
 21699 21761 21785 22080 22096 22138 22162 22213 22369 22460 22516 22562
 22666 22811 22949 23009 23116 23128 23277 23280 23298 23314 23324 23396
 23764 23777 23821 23920 23963 23973 24018 24059 24063 24097 24145 24226
 24456 24646 24671 24705 24767 24849 24853 24996]","[  65  118  138  249  277  340  436  459  537  569  811 1094 1095 1108
 1132 1178 1277 1321 1348 1418 1451 1489 1515 1644 1663 1673 1709 1767
 1905 1918 1972 2132 2409 2499 2530 2566 2625 2642 2690 2695 2746 2785
 2806 2808 2825 2977 3051 3146 3174 3214 3283 3319 3363 3401 3408 3440
 3459 3506 3525 3539 3557 3573 3600 3637 3713 3724 3783 3791 3840 3922
 3934 3980 4016 4066 4110 4179 4438 4440 4483 4630 4794 4903 5023 5057
 5072 5085 5258 5274 5411 5419 5600 5659 5714 5739 5825 5960 6066 6109
 6260 6264 6277 6359 6515 6519 6589 6598 6715 6819 6938 6981 7009 7059
 7304 7314 7406 7430 7562 7571 7600 7670 7750 7822 7938 8100 8109 8252
 8359 8408 8425 8487 8562 8661 8756 8804 8824 8869 8916 9038 9059 9082
 9267 9435 9521 9579 9705 9731 9782 9893]",25000,25616,80.21,60.13513513513514,62.83783783783784,148,82.78,87.33766233766234,35.064935064935064
5,48,185,0.5,92,"[   22    50   165   403   429   711   774   838   844   990  1009  1083
  1335  1473  1517  1640  1678  1699  1761  2382  2430  2492  2801  2884
  2903  2959  3082  3327  3553  3602  3821  3902  4130  4210  5021  5130
  5203  5268  5460  5804  6031  6086  6345  6437  6577  7100  7172  7600
  7614  7691  8028  8045  8261  8398  8619  8701  8757  8795  8871  9158
  9225  9383  9390  9737  9750  9973  9995 10183 10352 10382 10427 10568
 10846 10946 10983 10999 11042 11162 11173 11196 11211 11262 11264 11375
 11521 11629 11646 11763 11796 12028 12083 12089 12264 12291 12503 12522
 12525 12794 12991 13304 13346 13408 13693 13902 13907 13977 14006 14121
 14237 14359 14491 14538 14760 14803 15104 15115 15155 15212 15472 15762
 16001 16143 16171 16215 16433 16766 16897 16918 16924 16973 16981 17067
 17214 17287 17387 17411 17418 17477 17671 17970 18101 18363 18535 18858
 18910 18967 19516 19836 19910 19945 20015 20117 20447 20448 20837 21042
 21155 21196 21649 21664 21693 21758 21849 22002 22530 22767 23015 23169
 23365 23513 23550 23560 23659 23763 23866 24061 24281 24291 24418 24623
 24672 24701 24832 24955 24966]","[ 148  207  421  457  520  730  828 1433 1637 1764 2575 2632 2722 2731
 3018 3178 3255 3624 3665 3804 4017 4048 4190 4241 4275 4343 4507 4596
 4624 4626 4634 4990 4998 5044 5101 5269 5290 5540 5907 6043 6127 6169
 6178 6214 6386 6554 6614 6761 6875 7557 7834 8289 8847 9025 9093 9190
 9364 9465 9640]",25000,25092,80.21,69.49152542372882,66.10169491525424,59,78.52,87.02702702702703,55.13513513513514
5,48,185,1.0,185,"[   22    50   165   403   429   711   774   838   844   990  1009  1083
  1335  1473  1517  1640  1678  1699  1761  2382  2430  2492  2801  2884
  2903  2959  3082  3327  3553  3602  3821  3902  4130  4210  5021  5130
  5203  5268  5460  5804  6031  6086  6345  6437  6577  7100  7172  7600
  7614  7691  8028  8045  8261  8398  8619  8701  8757  8795  8871  9158
  9225  9383  9390  9737  9750  9973  9995 10183 10352 10382 10427 10568
 10846 10946 10983 10999 11042 11162 11173 11196 11211 11262 11264 11375
 11521 11629 11646 11763 11796 12028 12083 12089 12264 12291 12503 12522
 12525 12794 12991 13304 13346 13408 13693 13902 13907 13977 14006 14121
 14237 14359 14491 14538 14760 14803 15104 15115 15155 15212 15472 15762
 16001 16143 16171 16215 16433 16766 16897 16918 16924 16973 16981 17067
 17214 17287 17387 17411 17418 17477 17671 17970 18101 18363 18535 18858
 18910 18967 19516 19836 19910 19945 20015 20117 20447 20448 20837 21042
 21155 21196 21649 21664 21693 21758 21849 22002 22530 22767 23015 23169
 23365 23513 23550 23560 23659 23763 23866 24061 24281 24291 24418 24623
 24672 24701 24832 24955 24966]","[ 148  207  421  457  520  730  828 1433 1637 1764 2575 2632 2722 2731
 3018 3178 3255 3624 3665 3804 4017 4048 4190 4241 4275 4343 4507 4596
 4624 4626 4634 4990 4998 5044 5101 5269 5290 5540 5907 6043 6127 6169
 6178 6214 6386 6554 6614 6761 6875 7557 7834 8289 8847 9025 9093 9190
 9364 9465 9640]",25000,25185,80.21,74.57627118644068,66.10169491525424,59,78.81,87.02702702702703,43.78378378378378
5,48,185,2.0,370,"[   22    50   165   403   429   711   774   838   844   990  1009  1083
  1335  1473  1517  1640  1678  1699  1761  2382  2430  2492  2801  2884
  2903  2959  3082  3327  3553  3602  3821  3902  4130  4210  5021  5130
  5203  5268  5460  5804  6031  6086  6345  6437  6577  7100  7172  7600
  7614  7691  8028  8045  8261  8398  8619  8701  8757  8795  8871  9158
  9225  9383  9390  9737  9750  9973  9995 10183 10352 10382 10427 10568
 10846 10946 10983 10999 11042 11162 11173 11196 11211 11262 11264 11375
 11521 11629 11646 11763 11796 12028 12083 12089 12264 12291 12503 12522
 12525 12794 12991 13304 13346 13408 13693 13902 13907 13977 14006 14121
 14237 14359 14491 14538 14760 14803 15104 15115 15155 15212 15472 15762
 16001 16143 16171 16215 16433 16766 16897 16918 16924 16973 16981 17067
 17214 17287 17387 17411 17418 17477 17671 17970 18101 18363 18535 18858
 18910 18967 19516 19836 19910 19945 20015 20117 20447 20448 20837 21042
 21155 21196 21649 21664 21693 21758 21849 22002 22530 22767 23015 23169
 23365 23513 23550 23560 23659 23763 23866 24061 24281 24291 24418 24623
 24672 24701 24832 24955 24966]","[ 148  207  421  457  520  730  828 1433 1637 1764 2575 2632 2722 2731
 3018 3178 3255 3624 3665 3804 4017 4048 4190 4241 4275 4343 4507 4596
 4624 4626 4634 4990 4998 5044 5101 5269 5290 5540 5907 6043 6127 6169
 6178 6214 6386 6554 6614 6761 6875 7557 7834 8289 8847 9025 9093 9190
 9364 9465 9640]",25000,25370,80.21,69.49152542372882,66.10169491525424,59,81.79,87.02702702702703,32.432432432432435
5,49,223,0.5,111,"[   93   123   603   666   672   755   785   889   933  1019  1077  1196
  1307  1414  1425  1430  1468  1552  1554  1557  1564  1832  1892  2135
  2303  2360  2685  2782  3037  3061  3239  3544  3629  3870  3923  4003
  4094  4293  4362  4423  4554  4722  4773  4774  4905  4984  4988  5015
  5026  5042  5123  5231  5443  5463  5480  5507  5510  5561  5681  5742
  5795  5918  6039  6111  6459  6508  6607  6704  6728  6807  6866  6922
  6985  7517  7562  7565  7714  7755  7883  8082  8149  8204  8286  8533
  8626  8997  9091  9186  9230  9237  9240  9311  9341  9425  9463  9899
 10235 10414 10464 10652 10716 10797 11572 11651 11793 11845 12044 12080
 12186 12478 12500 12512 12631 12635 13186 13276 13334 13515 13519 13545
 13593 13779 13901 14486 14602 14679 14793 14843 14848 14912 15118 15331
 15342 15467 15571 15662 15665 15705 16042 16063 16120 16329 16452 16592
 16650 16786 16808 16821 17120 17410 17419 17430 17452 17455 17858 17860
 17875 17952 18045 18055 18166 18214 18383 18439 18621 18658 18677 18838
 18881 19039 19050 19056 19258 19668 19847 19959 20225 20485 20643 20823
 20888 20910 20926 20985 21172 21176 21616 21636 21977 21990 22009 22048
 22145 22188 22304 22475 22495 22624 22897 22937 22995 23176 23257 23530
 23594 23667 23889 24035 24125 24213 24278 24314 24403 24444 24485 24499
 24545 24848 24916 24945 24968 24985 24988]","[   9  439  651  677  887  894  947  961 1212 1340 1435 1493 1604 1751
 1837 2039 2246 2293 2393 2396 2454 2482 2496 2571 2701 3012 3105 3166
 3341 3394 3647 3768 3826 3942 3948 3988 4013 4152 4285 4337 4598 4793
 4895 4930 5024 5048 5233 5235 5285 5366 5409 5563 5598 5622 5909 6329
 6445 6464 6991 6995 7063 7173 7243 7455 7473 7536 7572 7583 7873 7889
 7901 7909 8098 8445 8559 8596 8606 8621 8741 8877 8910 9037 9042 9113
 9339 9518 9601 9958]",25000,25111,80.21,80.68181818181819,50.0,88,82.56,85.20179372197309,58.74439461883408
5,49,223,1.0,223,"[   93   123   603   666   672   755   785   889   933  1019  1077  1196
  1307  1414  1425  1430  1468  1552  1554  1557  1564  1832  1892  2135
  2303  2360  2685  2782  3037  3061  3239  3544  3629  3870  3923  4003
  4094  4293  4362  4423  4554  4722  4773  4774  4905  4984  4988  5015
  5026  5042  5123  5231  5443  5463  5480  5507  5510  5561  5681  5742
  5795  5918  6039  6111  6459  6508  6607  6704  6728  6807  6866  6922
  6985  7517  7562  7565  7714  7755  7883  8082  8149  8204  8286  8533
  8626  8997  9091  9186  9230  9237  9240  9311  9341  9425  9463  9899
 10235 10414 10464 10652 10716 10797 11572 11651 11793 11845 12044 12080
 12186 12478 12500 12512 12631 12635 13186 13276 13334 13515 13519 13545
 13593 13779 13901 14486 14602 14679 14793 14843 14848 14912 15118 15331
 15342 15467 15571 15662 15665 15705 16042 16063 16120 16329 16452 16592
 16650 16786 16808 16821 17120 17410 17419 17430 17452 17455 17858 17860
 17875 17952 18045 18055 18166 18214 18383 18439 18621 18658 18677 18838
 18881 19039 19050 19056 19258 19668 19847 19959 20225 20485 20643 20823
 20888 20910 20926 20985 21172 21176 21616 21636 21977 21990 22009 22048
 22145 22188 22304 22475 22495 22624 22897 22937 22995 23176 23257 23530
 23594 23667 23889 24035 24125 24213 24278 24314 24403 24444 24485 24499
 24545 24848 24916 24945 24968 24985 24988]","[   9  439  651  677  887  894  947  961 1212 1340 1435 1493 1604 1751
 1837 2039 2246 2293 2393 2396 2454 2482 2496 2571 2701 3012 3105 3166
 3341 3394 3647 3768 3826 3942 3948 3988 4013 4152 4285 4337 4598 4793
 4895 4930 5024 5048 5233 5235 5285 5366 5409 5563 5598 5622 5909 6329
 6445 6464 6991 6995 7063 7173 7243 7455 7473 7536 7572 7583 7873 7889
 7901 7909 8098 8445 8559 8596 8606 8621 8741 8877 8910 9037 9042 9113
 9339 9518 9601 9958]",25000,25223,80.21,84.0909090909091,50.0,88,79.63,85.20179372197309,42.152466367713004
5,49,223,2.0,446,"[   93   123   603   666   672   755   785   889   933  1019  1077  1196
  1307  1414  1425  1430  1468  1552  1554  1557  1564  1832  1892  2135
  2303  2360  2685  2782  3037  3061  3239  3544  3629  3870  3923  4003
  4094  4293  4362  4423  4554  4722  4773  4774  4905  4984  4988  5015
  5026  5042  5123  5231  5443  5463  5480  5507  5510  5561  5681  5742
  5795  5918  6039  6111  6459  6508  6607  6704  6728  6807  6866  6922
  6985  7517  7562  7565  7714  7755  7883  8082  8149  8204  8286  8533
  8626  8997  9091  9186  9230  9237  9240  9311  9341  9425  9463  9899
 10235 10414 10464 10652 10716 10797 11572 11651 11793 11845 12044 12080
 12186 12478 12500 12512 12631 12635 13186 13276 13334 13515 13519 13545
 13593 13779 13901 14486 14602 14679 14793 14843 14848 14912 15118 15331
 15342 15467 15571 15662 15665 15705 16042 16063 16120 16329 16452 16592
 16650 16786 16808 16821 17120 17410 17419 17430 17452 17455 17858 17860
 17875 17952 18045 18055 18166 18214 18383 18439 18621 18658 18677 18838
 18881 19039 19050 19056 19258 19668 19847 19959 20225 20485 20643 20823
 20888 20910 20926 20985 21172 21176 21616 21636 21977 21990 22009 22048
 22145 22188 22304 22475 22495 22624 22897 22937 22995 23176 23257 23530
 23594 23667 23889 24035 24125 24213 24278 24314 24403 24444 24485 24499
 24545 24848 24916 24945 24968 24985 24988]","[   9  439  651  677  887  894  947  961 1212 1340 1435 1493 1604 1751
 1837 2039 2246 2293 2393 2396 2454 2482 2496 2571 2701 3012 3105 3166
 3341 3394 3647 3768 3826 3942 3948 3988 4013 4152 4285 4337 4598 4793
 4895 4930 5024 5048 5233 5235 5285 5366 5409 5563 5598 5622 5909 6329
 6445 6464 6991 6995 7063 7173 7243 7455 7473 7536 7572 7583 7873 7889
 7901 7909 8098 8445 8559 8596 8606 8621 8741 8877 8910 9037 9042 9113
 9339 9518 9601 9958]",25000,25446,80.21,81.81818181818181,50.0,88,79.59,85.20179372197309,21.076233183856502
5,50,416,0.5,208,"[    7    17    33   200   299   310   316   322   336   374   397   649
   703   758   768   801   857   874   876   881   915   963  1073  1199
  1240  1293  1358  1372  1389  1544  1863  1866  1933  1983  1996  2019
  2188  2240  2252  2311  2323  2365  2534  2600  2616  2731  2741  2791
  3035  3049  3137  3159  3358  3395  3507  3630  3640  3656  3662  3670
  3698  3712  3726  3956  3961  3975  4243  4280  4344  4451  4473  4483
  4544  4550  4581  4637  4674  4736  4742  4900  4911  4926  5131  5146
  5171  5279  5323  5327  5529  5586  5594  5674  5676  5729  5794  5821
  5853  5870  5893  5978  5995  6040  6227  6361  6520  6526  6557  6581
  6588  6694  6699  6733  6862  6878  6884  6903  7027  7097  7116  7402
  7464  7475  7557  7569  7685  7734  7834  7900  8088  8108  8111  8165
  8233  8400  8421  8563  8909  8913  8916  8961  8989  9016  9039  9095
  9153  9155  9166  9181  9216  9331  9343  9349  9367  9408  9542  9563
  9582  9594  9763  9775  9784  9839  9885  9902  9912  9970  9990 10041
 10111 10195 10254 10654 10688 10740 10765 10799 10930 11037 11067 11082
 11154 11392 11399 11500 11509 11538 11539 11596 11603 11650 11704 11757
 11773 11784 11876 11904 11933 12045 12075 12201 12204 12236 12265 12275
 12373 12381 12404 12651 12655 12766 12768 12883 12908 12961 12988 13147
 13149 13208 13270 13298 13422 13469 13489 13510 13534 13541 13566 13568
 13576 13601 13695 13735 13860 13869 14000 14028 14043 14145 14172 14200
 14455 14561 14594 14661 14682 14688 14799 14821 14980 14992 14998 15004
 15029 15094 15171 15231 15288 15290 15426 15459 15529 15540 15563 15597
 15738 15745 15775 15841 15868 15877 15929 15978 16043 16122 16227 16304
 16372 16436 16440 16490 16683 16684 16710 16721 16736 16741 16859 16961
 17053 17073 17094 17133 17146 17174 17227 17236 17241 17316 17362 17368
 17499 17522 17568 17610 17677 17692 17874 17902 17924 18041 18177 18190
 18309 18336 18382 18423 18506 18872 18998 19020 19087 19172 19214 19275
 19315 19319 19393 19400 19437 19499 19570 19588 19645 19741 19780 19862
 19904 19972 19994 20028 20043 20115 20144 20153 20166 20203 20381 20502
 20641 20839 20850 20883 20898 20989 21091 21120 21195 21197 21259 21404
 21506 21543 21545 21560 21850 21851 21954 21959 21964 22006 22014 22413
 22445 22486 22491 22503 22640 22647 22789 22803 22832 22845 22853 22871
 22914 22922 22924 22972 22984 23056 23065 23136 23156 23217 23312 23345
 23366 23494 23501 23546 23613 23679 23767 23829 23837 23888 23999 24130
 24178 24472 24479 24608 24641 24825 24869 24946]","[ 326  435  620  662  704  732 1073 1162 1209 1333 1476 1486 1679 1699
 1878 2117 2147 2337 2340 2518 2555 2559 2658 2682 2710 2732 2761 2791
 3040 3093 3101 3187 3217 3245 3266 3639 3657 3739 3802 3836 3865 3876
 3879 3894 4084 4272 4289 4311 4326 4382 4509 4635 4803 4896 4959 5045
 5221 5333 5406 5527 5695 5764 5775 5818 5824 5904 5965 6011 6233 6319
 6358 6368 6404 6511 6615 7226 7269 7355 7380 7567 7633 7703 7722 7882
 8091 8240 8466 8565 8568 8587 8718 8793 9020 9063 9081 9242 9284 9313
 9444 9458 9478 9651 9672 9768 9835 9942 9999]",25000,25208,80.21,100.0,100.0,107,81.19,87.5,67.54807692307692
5,50,416,1.0,416,"[    7    17    33   200   299   310   316   322   336   374   397   649
   703   758   768   801   857   874   876   881   915   963  1073  1199
  1240  1293  1358  1372  1389  1544  1863  1866  1933  1983  1996  2019
  2188  2240  2252  2311  2323  2365  2534  2600  2616  2731  2741  2791
  3035  3049  3137  3159  3358  3395  3507  3630  3640  3656  3662  3670
  3698  3712  3726  3956  3961  3975  4243  4280  4344  4451  4473  4483
  4544  4550  4581  4637  4674  4736  4742  4900  4911  4926  5131  5146
  5171  5279  5323  5327  5529  5586  5594  5674  5676  5729  5794  5821
  5853  5870  5893  5978  5995  6040  6227  6361  6520  6526  6557  6581
  6588  6694  6699  6733  6862  6878  6884  6903  7027  7097  7116  7402
  7464  7475  7557  7569  7685  7734  7834  7900  8088  8108  8111  8165
  8233  8400  8421  8563  8909  8913  8916  8961  8989  9016  9039  9095
  9153  9155  9166  9181  9216  9331  9343  9349  9367  9408  9542  9563
  9582  9594  9763  9775  9784  9839  9885  9902  9912  9970  9990 10041
 10111 10195 10254 10654 10688 10740 10765 10799 10930 11037 11067 11082
 11154 11392 11399 11500 11509 11538 11539 11596 11603 11650 11704 11757
 11773 11784 11876 11904 11933 12045 12075 12201 12204 12236 12265 12275
 12373 12381 12404 12651 12655 12766 12768 12883 12908 12961 12988 13147
 13149 13208 13270 13298 13422 13469 13489 13510 13534 13541 13566 13568
 13576 13601 13695 13735 13860 13869 14000 14028 14043 14145 14172 14200
 14455 14561 14594 14661 14682 14688 14799 14821 14980 14992 14998 15004
 15029 15094 15171 15231 15288 15290 15426 15459 15529 15540 15563 15597
 15738 15745 15775 15841 15868 15877 15929 15978 16043 16122 16227 16304
 16372 16436 16440 16490 16683 16684 16710 16721 16736 16741 16859 16961
 17053 17073 17094 17133 17146 17174 17227 17236 17241 17316 17362 17368
 17499 17522 17568 17610 17677 17692 17874 17902 17924 18041 18177 18190
 18309 18336 18382 18423 18506 18872 18998 19020 19087 19172 19214 19275
 19315 19319 19393 19400 19437 19499 19570 19588 19645 19741 19780 19862
 19904 19972 19994 20028 20043 20115 20144 20153 20166 20203 20381 20502
 20641 20839 20850 20883 20898 20989 21091 21120 21195 21197 21259 21404
 21506 21543 21545 21560 21850 21851 21954 21959 21964 22006 22014 22413
 22445 22486 22491 22503 22640 22647 22789 22803 22832 22845 22853 22871
 22914 22922 22924 22972 22984 23056 23065 23136 23156 23217 23312 23345
 23366 23494 23501 23546 23613 23679 23767 23829 23837 23888 23999 24130
 24178 24472 24479 24608 24641 24825 24869 24946]","[ 326  435  620  662  704  732 1073 1162 1209 1333 1476 1486 1679 1699
 1878 2117 2147 2337 2340 2518 2555 2559 2658 2682 2710 2732 2761 2791
 3040 3093 3101 3187 3217 3245 3266 3639 3657 3739 3802 3836 3865 3876
 3879 3894 4084 4272 4289 4311 4326 4382 4509 4635 4803 4896 4959 5045
 5221 5333 5406 5527 5695 5764 5775 5818 5824 5904 5965 6011 6233 6319
 6358 6368 6404 6511 6615 7226 7269 7355 7380 7567 7633 7703 7722 7882
 8091 8240 8466 8565 8568 8587 8718 8793 9020 9063 9081 9242 9284 9313
 9444 9458 9478 9651 9672 9768 9835 9942 9999]",25000,25416,80.21,100.0,100.0,107,81.45,87.5,49.75961538461539
5,50,416,2.0,832,"[    7    17    33   200   299   310   316   322   336   374   397   649
   703   758   768   801   857   874   876   881   915   963  1073  1199
  1240  1293  1358  1372  1389  1544  1863  1866  1933  1983  1996  2019
  2188  2240  2252  2311  2323  2365  2534  2600  2616  2731  2741  2791
  3035  3049  3137  3159  3358  3395  3507  3630  3640  3656  3662  3670
  3698  3712  3726  3956  3961  3975  4243  4280  4344  4451  4473  4483
  4544  4550  4581  4637  4674  4736  4742  4900  4911  4926  5131  5146
  5171  5279  5323  5327  5529  5586  5594  5674  5676  5729  5794  5821
  5853  5870  5893  5978  5995  6040  6227  6361  6520  6526  6557  6581
  6588  6694  6699  6733  6862  6878  6884  6903  7027  7097  7116  7402
  7464  7475  7557  7569  7685  7734  7834  7900  8088  8108  8111  8165
  8233  8400  8421  8563  8909  8913  8916  8961  8989  9016  9039  9095
  9153  9155  9166  9181  9216  9331  9343  9349  9367  9408  9542  9563
  9582  9594  9763  9775  9784  9839  9885  9902  9912  9970  9990 10041
 10111 10195 10254 10654 10688 10740 10765 10799 10930 11037 11067 11082
 11154 11392 11399 11500 11509 11538 11539 11596 11603 11650 11704 11757
 11773 11784 11876 11904 11933 12045 12075 12201 12204 12236 12265 12275
 12373 12381 12404 12651 12655 12766 12768 12883 12908 12961 12988 13147
 13149 13208 13270 13298 13422 13469 13489 13510 13534 13541 13566 13568
 13576 13601 13695 13735 13860 13869 14000 14028 14043 14145 14172 14200
 14455 14561 14594 14661 14682 14688 14799 14821 14980 14992 14998 15004
 15029 15094 15171 15231 15288 15290 15426 15459 15529 15540 15563 15597
 15738 15745 15775 15841 15868 15877 15929 15978 16043 16122 16227 16304
 16372 16436 16440 16490 16683 16684 16710 16721 16736 16741 16859 16961
 17053 17073 17094 17133 17146 17174 17227 17236 17241 17316 17362 17368
 17499 17522 17568 17610 17677 17692 17874 17902 17924 18041 18177 18190
 18309 18336 18382 18423 18506 18872 18998 19020 19087 19172 19214 19275
 19315 19319 19393 19400 19437 19499 19570 19588 19645 19741 19780 19862
 19904 19972 19994 20028 20043 20115 20144 20153 20166 20203 20381 20502
 20641 20839 20850 20883 20898 20989 21091 21120 21195 21197 21259 21404
 21506 21543 21545 21560 21850 21851 21954 21959 21964 22006 22014 22413
 22445 22486 22491 22503 22640 22647 22789 22803 22832 22845 22853 22871
 22914 22922 22924 22972 22984 23056 23065 23136 23156 23217 23312 23345
 23366 23494 23501 23546 23613 23679 23767 23829 23837 23888 23999 24130
 24178 24472 24479 24608 24641 24825 24869 24946]","[ 326  435  620  662  704  732 1073 1162 1209 1333 1476 1486 1679 1699
 1878 2117 2147 2337 2340 2518 2555 2559 2658 2682 2710 2732 2761 2791
 3040 3093 3101 3187 3217 3245 3266 3639 3657 3739 3802 3836 3865 3876
 3879 3894 4084 4272 4289 4311 4326 4382 4509 4635 4803 4896 4959 5045
 5221 5333 5406 5527 5695 5764 5775 5818 5824 5904 5965 6011 6233 6319
 6358 6368 6404 6511 6615 7226 7269 7355 7380 7567 7633 7703 7722 7882
 8091 8240 8466 8565 8568 8587 8718 8793 9020 9063 9081 9242 9284 9313
 9444 9458 9478 9651 9672 9768 9835 9942 9999]",25000,25832,80.21,98.13084112149532,100.0,107,82.37,87.5,23.798076923076923
5,51,202,0.5,101,"[  103   482   678   746  1078  1092  1397  1482  1681  1885  2120  2409
  2546  2831  2845  2960  3080  3228  3311  3409  3497  3577  3626  3720
  3896  4004  4015  4254  4304  4402  4501  4783  4937  5057  5113  5492
  5820  5864  6228  6303  6378  6660  7169  7247  7329  7541  7612  7824
  8123  8168  8190  8264  8406  8583  8767  8768  8846  8930  9076  9191
  9205  9662  9683  9698  9765  9790  9926  9977 10091 10194 10241 10328
 10433 10552 10971 11217 11294 11380 11758 11991 12078 12193 12256 12319
 12346 12420 12482 12588 12639 12675 12770 13342 13453 13462 13468 13525
 13527 13647 13764 13872 13992 13999 14012 14016 14040 14367 14380 14516
 14531 14714 14747 14929 14958 14972 15049 15152 15282 15318 15377 15482
 15578 15852 15996 16010 16093 16110 16316 16409 16422 16693 16718 16811
 16817 16902 17000 17115 17151 17501 17600 17848 17898 17917 18011 18018
 18019 18119 18210 18252 18292 18455 18624 18640 18824 18898 19171 19263
 19345 19379 19448 19749 19864 19973 20056 20147 20184 20216 20224 20253
 20283 20515 20794 20971 21002 21026 21082 21409 21529 21866 21890 21987
 22057 22253 22433 22514 22882 22977 23007 23018 23184 23616 23632 23644
 23720 23770 23855 23978 23987 24189 24235 24328 24351 24669]","[ 205  251  294  438  467  565  652  760 1014 1030 1031 1269 1416 1468
 2054 2314 2401 2410 2543 2617 2660 2661 2698 2706 2815 3073 3129 3280
 3479 3628 3633 3700 3714 3819 4050 4176 4248 4346 4435 4553 4561 4674
 4830 5033 5148 5381 5413 5490 5640 5749 6023 6079 6293 6525 6680 6722
 6990 7334 7352 7743 7827 8096 8114 8216 8245 8752 9050 9084 9157 9260
 9295 9647 9778 9950]",25000,25101,80.21,86.48648648648648,87.83783783783784,74,81.92,87.12871287128714,73.26732673267327
5,51,202,1.0,202,"[  103   482   678   746  1078  1092  1397  1482  1681  1885  2120  2409
  2546  2831  2845  2960  3080  3228  3311  3409  3497  3577  3626  3720
  3896  4004  4015  4254  4304  4402  4501  4783  4937  5057  5113  5492
  5820  5864  6228  6303  6378  6660  7169  7247  7329  7541  7612  7824
  8123  8168  8190  8264  8406  8583  8767  8768  8846  8930  9076  9191
  9205  9662  9683  9698  9765  9790  9926  9977 10091 10194 10241 10328
 10433 10552 10971 11217 11294 11380 11758 11991 12078 12193 12256 12319
 12346 12420 12482 12588 12639 12675 12770 13342 13453 13462 13468 13525
 13527 13647 13764 13872 13992 13999 14012 14016 14040 14367 14380 14516
 14531 14714 14747 14929 14958 14972 15049 15152 15282 15318 15377 15482
 15578 15852 15996 16010 16093 16110 16316 16409 16422 16693 16718 16811
 16817 16902 17000 17115 17151 17501 17600 17848 17898 17917 18011 18018
 18019 18119 18210 18252 18292 18455 18624 18640 18824 18898 19171 19263
 19345 19379 19448 19749 19864 19973 20056 20147 20184 20216 20224 20253
 20283 20515 20794 20971 21002 21026 21082 21409 21529 21866 21890 21987
 22057 22253 22433 22514 22882 22977 23007 23018 23184 23616 23632 23644
 23720 23770 23855 23978 23987 24189 24235 24328 24351 24669]","[ 205  251  294  438  467  565  652  760 1014 1030 1031 1269 1416 1468
 2054 2314 2401 2410 2543 2617 2660 2661 2698 2706 2815 3073 3129 3280
 3479 3628 3633 3700 3714 3819 4050 4176 4248 4346 4435 4553 4561 4674
 4830 5033 5148 5381 5413 5490 5640 5749 6023 6079 6293 6525 6680 6722
 6990 7334 7352 7743 7827 8096 8114 8216 8245 8752 9050 9084 9157 9260
 9295 9647 9778 9950]",25000,25202,80.21,77.02702702702703,87.83783783783784,74,82.55,87.12871287128714,52.97029702970297
