Model,Cluster index,Cluster count,Poison rate,Number of poisoned samples,Aux indices,Test indices,Original dataset size,Poisoned dataset size,Clean Model Accuracy,"Poisoned Model, Clean Subpopulation accuracy (target)","Clean Model, Clean Subpopulation accuracy (subpop baseline)",Number of samples tested on poisoned model,"Poisoned Model, Clean Test Data accuracy (collateral)","Clean Model, Poison Data accuracy","Poisoned Model, Poison Data accuracy"
5,7,306,1.0,306,"[   29   192   252   443   495   503   568   583   628   650   706   819
   950  1005  1097  1274  1370  1471  1653  1673  1716  1768  1803  1822
  1870  2001  2050  2075  2159  2244  2286  2310  2438  2457  2558  2581
  2624  2710  2728  2905  3221  3356  3443  3461  3524  3688  3824  4059
  4244  4267  4417  4444  4472  4490  4524  4659  4894  4967  5217  5260
  5277  5376  5508  5509  5537  5764  5816  5907  6098  6166  6172  6293
  6299  6420  6487  6555  6730  6789  6826  6902  6980  7059  7184  7202
  7205  7248  7286  7375  7420  7435  7481  7489  7509  7586  7666  7718
  7868  7919  8090  8104  8254  8282  8299  8376  8435  8501  8535  8616
  8621  8669  8952  9036  9177  9199  9553  9574  9610  9627  9915 10178
 10499 10589 10680 10723 10767 10937 10948 11197 11354 11372 11492 11518
 11532 11565 11605 11623 11658 11699 11716 11774 11812 11821 11891 11906
 11909 11938 12125 12183 12359 12412 12551 12580 12643 12804 12989 12992
 12998 13047 13062 13141 13242 13386 13399 13524 13612 13631 13633 13635
 13637 13971 14062 14427 14464 14470 14707 14716 14722 14727 14790 14828
 14969 15001 15068 15122 15172 15174 15214 15252 15287 15365 15416 15432
 15460 15466 15479 15643 15904 15939 16067 16071 16234 16258 16285 16311
 16685 16702 16740 16774 16816 16836 16867 17075 17084 17267 17373 17398
 17479 17612 17644 17667 17685 17727 17830 17904 18035 18113 18120 18156
 18238 18242 18327 18415 18432 18474 18585 18602 18717 18776 18903 18974
 18997 19054 19112 19113 19200 19406 19460 19500 19514 19517 19694 19787
 20233 20342 20422 20463 20464 20508 20693 20811 20815 20855 20866 20938
 20987 20988 21100 21117 21179 21203 21261 21345 21497 21744 21772 21792
 21846 21944 22026 22076 22149 22154 22170 22510 22631 22671 22697 22720
 22851 22947 23299 23412 23424 23432 23588 23592 23709 23928 24032 24078
 24204 24211 24450 24516 24593 24919]","[ 359  447  560  584  774 1010 1018 1188 1310 1365 1397 1495 1664 1694
 1712 1726 1748 1875 2185 2215 2241 2341 2373 2542 2569 2614 2680 2724
 2749 2792 2909 2979 2993 3024 3063 3111 3184 3248 3294 3426 3445 3475
 3483 3499 3660 3740 3754 4037 4113 4226 4340 4419 4426 4673 4759 4771
 4854 4939 4991 5021 5055 5164 5223 5255 5256 5260 5543 5716 5798 5880
 5891 6091 6105 6222 6304 6331 6347 6351 6363 6583 6644 6648 6775 6860
 7112 7196 7284 7289 7454 7544 7718 7742 7774 7800 8017 8061 8210 8485
 8543 8694 8795 8800 8812 8819 8856 8909 8935 9008 9017 9024 9124 9181
 9182 9256 9271 9272 9354 9539 9577 9602 9608 9644 9802 9805 9876 9954
 9973]",25000,25306,80.21,94.48818897637796,94.48818897637796,127,81.61,86.27450980392157,50.326797385620914
5,7,306,2.0,612,"[   29   192   252   443   495   503   568   583   628   650   706   819
   950  1005  1097  1274  1370  1471  1653  1673  1716  1768  1803  1822
  1870  2001  2050  2075  2159  2244  2286  2310  2438  2457  2558  2581
  2624  2710  2728  2905  3221  3356  3443  3461  3524  3688  3824  4059
  4244  4267  4417  4444  4472  4490  4524  4659  4894  4967  5217  5260
  5277  5376  5508  5509  5537  5764  5816  5907  6098  6166  6172  6293
  6299  6420  6487  6555  6730  6789  6826  6902  6980  7059  7184  7202
  7205  7248  7286  7375  7420  7435  7481  7489  7509  7586  7666  7718
  7868  7919  8090  8104  8254  8282  8299  8376  8435  8501  8535  8616
  8621  8669  8952  9036  9177  9199  9553  9574  9610  9627  9915 10178
 10499 10589 10680 10723 10767 10937 10948 11197 11354 11372 11492 11518
 11532 11565 11605 11623 11658 11699 11716 11774 11812 11821 11891 11906
 11909 11938 12125 12183 12359 12412 12551 12580 12643 12804 12989 12992
 12998 13047 13062 13141 13242 13386 13399 13524 13612 13631 13633 13635
 13637 13971 14062 14427 14464 14470 14707 14716 14722 14727 14790 14828
 14969 15001 15068 15122 15172 15174 15214 15252 15287 15365 15416 15432
 15460 15466 15479 15643 15904 15939 16067 16071 16234 16258 16285 16311
 16685 16702 16740 16774 16816 16836 16867 17075 17084 17267 17373 17398
 17479 17612 17644 17667 17685 17727 17830 17904 18035 18113 18120 18156
 18238 18242 18327 18415 18432 18474 18585 18602 18717 18776 18903 18974
 18997 19054 19112 19113 19200 19406 19460 19500 19514 19517 19694 19787
 20233 20342 20422 20463 20464 20508 20693 20811 20815 20855 20866 20938
 20987 20988 21100 21117 21179 21203 21261 21345 21497 21744 21772 21792
 21846 21944 22026 22076 22149 22154 22170 22510 22631 22671 22697 22720
 22851 22947 23299 23412 23424 23432 23588 23592 23709 23928 24032 24078
 24204 24211 24450 24516 24593 24919]","[ 359  447  560  584  774 1010 1018 1188 1310 1365 1397 1495 1664 1694
 1712 1726 1748 1875 2185 2215 2241 2341 2373 2542 2569 2614 2680 2724
 2749 2792 2909 2979 2993 3024 3063 3111 3184 3248 3294 3426 3445 3475
 3483 3499 3660 3740 3754 4037 4113 4226 4340 4419 4426 4673 4759 4771
 4854 4939 4991 5021 5055 5164 5223 5255 5256 5260 5543 5716 5798 5880
 5891 6091 6105 6222 6304 6331 6347 6351 6363 6583 6644 6648 6775 6860
 7112 7196 7284 7289 7454 7544 7718 7742 7774 7800 8017 8061 8210 8485
 8543 8694 8795 8800 8812 8819 8856 8909 8935 9008 9017 9024 9124 9181
 9182 9256 9271 9272 9354 9539 9577 9602 9608 9644 9802 9805 9876 9954
 9973]",25000,25612,80.21,95.2755905511811,94.48818897637796,127,81.42,86.27450980392157,41.1764705882353
5,8,159,0.5,79,"[  885   953  1075  1376  1650  1948  2215  3034  3292  3556  3659  4030
  4061  4353  4425  4750  4767  5001  5005  5098  5106  5385  5894  5906
  6032  6235  6240  6451  6752  6832  7123  7677  7738  7747  7880  8005
  8035  8170  8178  8228  8610  8641  8644  8746  8921  9005  9042  9217
  9271  9304  9782  9826  9847  9893  9919  9999 10074 10227 10319 10540
 10828 11057 11158 11282 11297 11506 11648 12351 12371 12508 12756 12795
 12813 13210 13579 13623 13801 13916 14153 14298 14347 14558 14626 14647
 14936 15013 15117 15392 15395 15595 15644 15798 16156 16170 16557 16586
 16606 16649 16712 16858 17152 17530 17812 17905 18373 18375 18425 18488
 18552 18724 18793 18944 19298 19526 19952 20023 20170 20329 20442 20513
 20570 20709 20808 20814 20973 21109 21290 21694 21930 22034 22111 22142
 22235 22241 22349 22446 22642 23097 23114 23135 23204 23263 23282 23423
 23634 23690 23711 23784 23798 24174 24232 24282 24294 24639 24662 24796
 24804 24810 24922]","[ 361  699 1025 1041 1252 1745 1793 1872 1922 2056 2115 2259 2291 2618
 2750 2915 2936 3200 3287 3432 3561 3613 3667 3709 3931 4061 4069 4078
 4160 4358 4587 4641 4915 4976 5035 5070 5447 5617 5653 5810 5845 5867
 6094 6226 6527 6571 6711 6889 7111 7372 7474 7608 7804 8211 8263 8597
 8619 8992 9027 9138 9420 9838]",25000,25079,80.21,100.0,100.0,62,82.12,86.79245283018868,59.74842767295598
5,8,159,1.0,159,"[  885   953  1075  1376  1650  1948  2215  3034  3292  3556  3659  4030
  4061  4353  4425  4750  4767  5001  5005  5098  5106  5385  5894  5906
  6032  6235  6240  6451  6752  6832  7123  7677  7738  7747  7880  8005
  8035  8170  8178  8228  8610  8641  8644  8746  8921  9005  9042  9217
  9271  9304  9782  9826  9847  9893  9919  9999 10074 10227 10319 10540
 10828 11057 11158 11282 11297 11506 11648 12351 12371 12508 12756 12795
 12813 13210 13579 13623 13801 13916 14153 14298 14347 14558 14626 14647
 14936 15013 15117 15392 15395 15595 15644 15798 16156 16170 16557 16586
 16606 16649 16712 16858 17152 17530 17812 17905 18373 18375 18425 18488
 18552 18724 18793 18944 19298 19526 19952 20023 20170 20329 20442 20513
 20570 20709 20808 20814 20973 21109 21290 21694 21930 22034 22111 22142
 22235 22241 22349 22446 22642 23097 23114 23135 23204 23263 23282 23423
 23634 23690 23711 23784 23798 24174 24232 24282 24294 24639 24662 24796
 24804 24810 24922]","[ 361  699 1025 1041 1252 1745 1793 1872 1922 2056 2115 2259 2291 2618
 2750 2915 2936 3200 3287 3432 3561 3613 3667 3709 3931 4061 4069 4078
 4160 4358 4587 4641 4915 4976 5035 5070 5447 5617 5653 5810 5845 5867
 6094 6226 6527 6571 6711 6889 7111 7372 7474 7608 7804 8211 8263 8597
 8619 8992 9027 9138 9420 9838]",25000,25159,80.21,98.38709677419355,100.0,62,80.81,86.79245283018868,42.138364779874216
5,8,159,2.0,318,"[  885   953  1075  1376  1650  1948  2215  3034  3292  3556  3659  4030
  4061  4353  4425  4750  4767  5001  5005  5098  5106  5385  5894  5906
  6032  6235  6240  6451  6752  6832  7123  7677  7738  7747  7880  8005
  8035  8170  8178  8228  8610  8641  8644  8746  8921  9005  9042  9217
  9271  9304  9782  9826  9847  9893  9919  9999 10074 10227 10319 10540
 10828 11057 11158 11282 11297 11506 11648 12351 12371 12508 12756 12795
 12813 13210 13579 13623 13801 13916 14153 14298 14347 14558 14626 14647
 14936 15013 15117 15392 15395 15595 15644 15798 16156 16170 16557 16586
 16606 16649 16712 16858 17152 17530 17812 17905 18373 18375 18425 18488
 18552 18724 18793 18944 19298 19526 19952 20023 20170 20329 20442 20513
 20570 20709 20808 20814 20973 21109 21290 21694 21930 22034 22111 22142
 22235 22241 22349 22446 22642 23097 23114 23135 23204 23263 23282 23423
 23634 23690 23711 23784 23798 24174 24232 24282 24294 24639 24662 24796
 24804 24810 24922]","[ 361  699 1025 1041 1252 1745 1793 1872 1922 2056 2115 2259 2291 2618
 2750 2915 2936 3200 3287 3432 3561 3613 3667 3709 3931 4061 4069 4078
 4160 4358 4587 4641 4915 4976 5035 5070 5447 5617 5653 5810 5845 5867
 6094 6226 6527 6571 6711 6889 7111 7372 7474 7608 7804 8211 8263 8597
 8619 8992 9027 9138 9420 9838]",25000,25318,80.21,96.7741935483871,100.0,62,78.86,86.79245283018868,23.89937106918239
5,9,164,0.5,82,"[  582   657   680   792   932   976  1008  1060  1116  1598  1625  1649
  1807  1975  2172  2178  2309  2474  2505  2668  2682  2776  3051  3081
  3158  3445  3826  3898  4046  4656  4931  5092  5308  5413  5487  5571
  5852  5855  6052  6157  6269  6272  6309  6413  6605  6721  6886  7127
  7195  7308  7432  7909  8030  8162  8297  8443  8622  8759  8841  9068
  9173 10168 10203 10277 11075 11188 11219 11310 11326 11430 11479 11846
 12447 12465 12637 12652 12706 12895 12984 13086 13138 13225 13230 13256
 13296 13419 13570 13675 13852 13867 14036 14234 14246 14401 14508 14866
 15055 15065 15267 15605 15668 15804 15875 16006 16077 16088 16194 16598
 16927 17081 17082 17360 17553 17635 17966 18269 18348 18496 18529 18608
 18644 18905 18955 18968 19010 19384 19534 20026 20114 20302 20349 20594
 20600 20626 20767 20780 20810 20827 20831 20909 20917 20995 21033 21912
 22089 22095 22098 22199 22534 22982 23072 23189 23278 23285 23439 23790
 23841 23989 24014 24221 24636 24679 24699 24707]","[  71  103  256  354  399  570  586  896 1395 1572 1611 1612 1848 1975
 2261 2498 2787 2897 2972 3339 3373 3572 3682 3864 4043 4075 4439 4499
 4900 5122 5336 5349 5446 5535 5681 5769 5822 6131 6196 6225 6370 6467
 6530 6575 6781 6893 6965 7174 7588 7807 7825 7879 7885 8012 8141 8204
 8525 8545 8598 8613 8642 8662 8680 8739 8933 9141 9327 9498 9947]",25000,25082,80.21,85.5072463768116,79.71014492753623,69,81.05,81.70731707317073,62.19512195121951
5,9,164,1.0,164,"[  582   657   680   792   932   976  1008  1060  1116  1598  1625  1649
  1807  1975  2172  2178  2309  2474  2505  2668  2682  2776  3051  3081
  3158  3445  3826  3898  4046  4656  4931  5092  5308  5413  5487  5571
  5852  5855  6052  6157  6269  6272  6309  6413  6605  6721  6886  7127
  7195  7308  7432  7909  8030  8162  8297  8443  8622  8759  8841  9068
  9173 10168 10203 10277 11075 11188 11219 11310 11326 11430 11479 11846
 12447 12465 12637 12652 12706 12895 12984 13086 13138 13225 13230 13256
 13296 13419 13570 13675 13852 13867 14036 14234 14246 14401 14508 14866
 15055 15065 15267 15605 15668 15804 15875 16006 16077 16088 16194 16598
 16927 17081 17082 17360 17553 17635 17966 18269 18348 18496 18529 18608
 18644 18905 18955 18968 19010 19384 19534 20026 20114 20302 20349 20594
 20600 20626 20767 20780 20810 20827 20831 20909 20917 20995 21033 21912
 22089 22095 22098 22199 22534 22982 23072 23189 23278 23285 23439 23790
 23841 23989 24014 24221 24636 24679 24699 24707]","[  71  103  256  354  399  570  586  896 1395 1572 1611 1612 1848 1975
 2261 2498 2787 2897 2972 3339 3373 3572 3682 3864 4043 4075 4439 4499
 4900 5122 5336 5349 5446 5535 5681 5769 5822 6131 6196 6225 6370 6467
 6530 6575 6781 6893 6965 7174 7588 7807 7825 7879 7885 8012 8141 8204
 8525 8545 8598 8613 8642 8662 8680 8739 8933 9141 9327 9498 9947]",25000,25164,80.21,85.5072463768116,79.71014492753623,69,82.19,81.70731707317073,43.292682926829265
5,9,164,2.0,328,"[  582   657   680   792   932   976  1008  1060  1116  1598  1625  1649
  1807  1975  2172  2178  2309  2474  2505  2668  2682  2776  3051  3081
  3158  3445  3826  3898  4046  4656  4931  5092  5308  5413  5487  5571
  5852  5855  6052  6157  6269  6272  6309  6413  6605  6721  6886  7127
  7195  7308  7432  7909  8030  8162  8297  8443  8622  8759  8841  9068
  9173 10168 10203 10277 11075 11188 11219 11310 11326 11430 11479 11846
 12447 12465 12637 12652 12706 12895 12984 13086 13138 13225 13230 13256
 13296 13419 13570 13675 13852 13867 14036 14234 14246 14401 14508 14866
 15055 15065 15267 15605 15668 15804 15875 16006 16077 16088 16194 16598
 16927 17081 17082 17360 17553 17635 17966 18269 18348 18496 18529 18608
 18644 18905 18955 18968 19010 19384 19534 20026 20114 20302 20349 20594
 20600 20626 20767 20780 20810 20827 20831 20909 20917 20995 21033 21912
 22089 22095 22098 22199 22534 22982 23072 23189 23278 23285 23439 23790
 23841 23989 24014 24221 24636 24679 24699 24707]","[  71  103  256  354  399  570  586  896 1395 1572 1611 1612 1848 1975
 2261 2498 2787 2897 2972 3339 3373 3572 3682 3864 4043 4075 4439 4499
 4900 5122 5336 5349 5446 5535 5681 5769 5822 6131 6196 6225 6370 6467
 6530 6575 6781 6893 6965 7174 7588 7807 7825 7879 7885 8012 8141 8204
 8525 8545 8598 8613 8642 8662 8680 8739 8933 9141 9327 9498 9947]",25000,25328,80.21,82.6086956521739,79.71014492753623,69,81.8,81.70731707317073,23.170731707317074
5,10,202,0.5,101,"[  137   186   315   556   770  1030  1036  1150  1192  1200  1282  1289
  1300  1350  1500  1696  1985  2000  2002  2145  2174  2186  2340  2435
  2447  2458  2577  2602  2604  2712  2940  3056  3514  3599  3685  3776
  4122  4135  4182  4245  4309  4406  4548  4779  4914  5027  5224  5226
  5263  5302  5448  5878  6010  6132  6214  6453  6869  6879  6891  7212
  7235  8010  8395  8399  8524  8634  8727  8773  8959  9018  9399  9466
  9710  9755  9760 10034 10077 10188 10465 10992 11033 11153 11172 11295
 11466 11754 11765 12209 12217 12298 12548 12688 12739 12913 13071 13103
 13119 13181 13221 13361 13651 13832 13862 13989 14276 14320 14349 14452
 14466 14753 15038 15488 15555 15574 15635 15683 15764 16032 16060 16175
 16197 16264 16293 16315 16359 16373 16625 16658 16689 16733 16893 17356
 17414 17480 17518 17545 17561 17605 17914 18021 18068 18105 18178 18499
 18550 18758 18760 18936 18979 19205 19242 19256 19265 19435 19455 19558
 19560 19651 19677 20073 20213 20226 20325 20434 20523 20601 20843 20993
 21020 21293 21363 21440 21515 21520 21522 21628 21673 21704 21733 21832
 21882 21893 21997 22198 22255 22299 22427 22457 22543 22575 23035 23047
 23132 23493 23629 23919 24253 24289 24395 24455 24497 24837]","[  31  155  319 1045 1235 1337 1400 1598 1774 1977 2029 2037 2051 2106
 2168 2277 2292 2317 2381 2860 3000 3271 3451 3748 4406 4530 4697 4777
 4805 4819 4956 5076 5081 5251 5776 5846 5853 5901 6018 6249 6268 6537
 6609 6674 6964 7278 7364 7636 8045 8170 8192 8424 8477 8555 8625 8664
 8692 9098 9164 9215 9540 9761]",25000,25101,80.21,98.38709677419355,98.38709677419355,62,79.99,85.64356435643565,62.87128712871287
5,10,202,1.0,202,"[  137   186   315   556   770  1030  1036  1150  1192  1200  1282  1289
  1300  1350  1500  1696  1985  2000  2002  2145  2174  2186  2340  2435
  2447  2458  2577  2602  2604  2712  2940  3056  3514  3599  3685  3776
  4122  4135  4182  4245  4309  4406  4548  4779  4914  5027  5224  5226
  5263  5302  5448  5878  6010  6132  6214  6453  6869  6879  6891  7212
  7235  8010  8395  8399  8524  8634  8727  8773  8959  9018  9399  9466
  9710  9755  9760 10034 10077 10188 10465 10992 11033 11153 11172 11295
 11466 11754 11765 12209 12217 12298 12548 12688 12739 12913 13071 13103
 13119 13181 13221 13361 13651 13832 13862 13989 14276 14320 14349 14452
 14466 14753 15038 15488 15555 15574 15635 15683 15764 16032 16060 16175
 16197 16264 16293 16315 16359 16373 16625 16658 16689 16733 16893 17356
 17414 17480 17518 17545 17561 17605 17914 18021 18068 18105 18178 18499
 18550 18758 18760 18936 18979 19205 19242 19256 19265 19435 19455 19558
 19560 19651 19677 20073 20213 20226 20325 20434 20523 20601 20843 20993
 21020 21293 21363 21440 21515 21520 21522 21628 21673 21704 21733 21832
 21882 21893 21997 22198 22255 22299 22427 22457 22543 22575 23035 23047
 23132 23493 23629 23919 24253 24289 24395 24455 24497 24837]","[  31  155  319 1045 1235 1337 1400 1598 1774 1977 2029 2037 2051 2106
 2168 2277 2292 2317 2381 2860 3000 3271 3451 3748 4406 4530 4697 4777
 4805 4819 4956 5076 5081 5251 5776 5846 5853 5901 6018 6249 6268 6537
 6609 6674 6964 7278 7364 7636 8045 8170 8192 8424 8477 8555 8625 8664
 8692 9098 9164 9215 9540 9761]",25000,25202,80.21,85.48387096774194,98.38709677419355,62,80.59,85.64356435643565,47.02970297029703
5,10,202,2.0,404,"[  137   186   315   556   770  1030  1036  1150  1192  1200  1282  1289
  1300  1350  1500  1696  1985  2000  2002  2145  2174  2186  2340  2435
  2447  2458  2577  2602  2604  2712  2940  3056  3514  3599  3685  3776
  4122  4135  4182  4245  4309  4406  4548  4779  4914  5027  5224  5226
  5263  5302  5448  5878  6010  6132  6214  6453  6869  6879  6891  7212
  7235  8010  8395  8399  8524  8634  8727  8773  8959  9018  9399  9466
  9710  9755  9760 10034 10077 10188 10465 10992 11033 11153 11172 11295
 11466 11754 11765 12209 12217 12298 12548 12688 12739 12913 13071 13103
 13119 13181 13221 13361 13651 13832 13862 13989 14276 14320 14349 14452
 14466 14753 15038 15488 15555 15574 15635 15683 15764 16032 16060 16175
 16197 16264 16293 16315 16359 16373 16625 16658 16689 16733 16893 17356
 17414 17480 17518 17545 17561 17605 17914 18021 18068 18105 18178 18499
 18550 18758 18760 18936 18979 19205 19242 19256 19265 19435 19455 19558
 19560 19651 19677 20073 20213 20226 20325 20434 20523 20601 20843 20993
 21020 21293 21363 21440 21515 21520 21522 21628 21673 21704 21733 21832
 21882 21893 21997 22198 22255 22299 22427 22457 22543 22575 23035 23047
 23132 23493 23629 23919 24253 24289 24395 24455 24497 24837]","[  31  155  319 1045 1235 1337 1400 1598 1774 1977 2029 2037 2051 2106
 2168 2277 2292 2317 2381 2860 3000 3271 3451 3748 4406 4530 4697 4777
 4805 4819 4956 5076 5081 5251 5776 5846 5853 5901 6018 6249 6268 6537
 6609 6674 6964 7278 7364 7636 8045 8170 8192 8424 8477 8555 8625 8664
 8692 9098 9164 9215 9540 9761]",25000,25404,80.21,95.16129032258064,98.38709677419355,62,79.91,85.64356435643565,26.73267326732673
5,11,356,0.5,178,"[   61   150   173   233   355   388   407   449   478   481   551   574
   775   839   948   955   998  1001  1109  1148  1210  1319  1343  1549
  1686  1697  1769  1795  1842  1884  1986  1999  2029  2086  2137  2218
  2232  2304  2390  2500  2529  2564  2766  2822  2872  2902  2955  2969
  2982  2987  3025  3071  3153  3189  3253  3255  3284  3312  3348  3378
  3446  3479  3489  3532  3537  3580  3631  3978  3987  4012  4038  4184
  4421  4426  4549  4594  4653  4763  4897  4903  5104  5364  5457  5602
  5653  5723  5724  5858  5943  5979  6033  6041  6070  6169  6277  6421
  6424  6489  6683  6795  6831  6894  6957  7006  7028  7139  7315  7345
  7398  7441  7482  7502  7549  7580  7591  7664  7788  7819  7934  8009
  8044  8200  8230  8238  8262  8379  8698  8812  8851  8955  8999  9011
  9028  9139  9174  9197  9207  9210  9362  9469  9506  9581  9629  9665
  9729  9731  9739  9740  9797  9861  9946  9962 10005 10143 10160 10184
 10336 10342 10395 10470 10816 10834 10849 10961 10977 11280 11441 11483
 11595 11649 11695 11711 11729 11755 11792 11811 11879 11929 11954 11971
 11989 12099 12114 12335 12424 12446 12480 12572 12648 12793 12809 12869
 12878 12897 12962 12972 12977 13027 13133 13284 13315 13354 13466 13571
 13639 13795 13915 13921 14010 14150 14159 14272 14335 14360 14474 14488
 14564 14653 14715 14735 14751 14814 14883 14904 15026 15088 15435 15445
 15543 15663 15747 15751 15955 15973 15984 16031 16035 16106 16140 16231
 16370 16396 16400 16439 16603 16708 16854 16886 16972 17126 17156 17168
 17196 17253 17281 17361 17391 17421 17454 17496 17569 17739 17784 17792
 17844 18081 18087 18144 18162 18191 18300 18359 18408 18572 18705 18716
 18750 18751 18761 18764 18823 18862 18882 18911 18933 19270 19283 19286
 19338 19412 19414 19434 19493 19640 19764 19814 19903 20003 20134 20169
 20338 20599 20620 20685 20918 20968 21080 21092 21144 21303 21430 21455
 21493 21551 21563 21581 21617 21719 22036 22040 22126 22232 22314 22342
 22371 22397 22443 22451 22601 22644 22770 22862 22969 23055 23109 23130
 23168 23462 23467 23844 23848 24004 24046 24081 24096 24106 24137 24259
 24273 24342 24445 24549 24613 24747 24867 24976]","[ 227  267  420  479  509  580  714  971 1015 1063 1085 1341 1350 1526
 1546 1619 1624 1645 1715 1801 1952 2134 2260 2353 2406 2519 2577 2631
 2933 2971 3053 3069 3127 3252 3284 3296 3360 3431 3478 3510 3526 3851
 4027 4049 4099 4132 4159 4249 4362 4484 4505 4513 4564 4608 4685 4847
 4960 5038 5150 5288 5316 5345 5379 5495 5505 5510 5520 5557 5699 5906
 6087 6250 6327 6403 6479 6572 6943 6967 6978 7094 7197 7200 7256 7264
 7326 7365 7393 7490 7725 7730 7801 8016 8369 8375 8448 8647 8714 8784
 8889 8914 8989 9078 9152 9461 9821 9886 9937]",25000,25178,80.21,97.19626168224299,98.13084112149532,107,80.84,86.23595505617978,59.831460674157306
5,11,356,1.0,356,"[   61   150   173   233   355   388   407   449   478   481   551   574
   775   839   948   955   998  1001  1109  1148  1210  1319  1343  1549
  1686  1697  1769  1795  1842  1884  1986  1999  2029  2086  2137  2218
  2232  2304  2390  2500  2529  2564  2766  2822  2872  2902  2955  2969
  2982  2987  3025  3071  3153  3189  3253  3255  3284  3312  3348  3378
  3446  3479  3489  3532  3537  3580  3631  3978  3987  4012  4038  4184
  4421  4426  4549  4594  4653  4763  4897  4903  5104  5364  5457  5602
  5653  5723  5724  5858  5943  5979  6033  6041  6070  6169  6277  6421
  6424  6489  6683  6795  6831  6894  6957  7006  7028  7139  7315  7345
  7398  7441  7482  7502  7549  7580  7591  7664  7788  7819  7934  8009
  8044  8200  8230  8238  8262  8379  8698  8812  8851  8955  8999  9011
  9028  9139  9174  9197  9207  9210  9362  9469  9506  9581  9629  9665
  9729  9731  9739  9740  9797  9861  9946  9962 10005 10143 10160 10184
 10336 10342 10395 10470 10816 10834 10849 10961 10977 11280 11441 11483
 11595 11649 11695 11711 11729 11755 11792 11811 11879 11929 11954 11971
 11989 12099 12114 12335 12424 12446 12480 12572 12648 12793 12809 12869
 12878 12897 12962 12972 12977 13027 13133 13284 13315 13354 13466 13571
 13639 13795 13915 13921 14010 14150 14159 14272 14335 14360 14474 14488
 14564 14653 14715 14735 14751 14814 14883 14904 15026 15088 15435 15445
 15543 15663 15747 15751 15955 15973 15984 16031 16035 16106 16140 16231
 16370 16396 16400 16439 16603 16708 16854 16886 16972 17126 17156 17168
 17196 17253 17281 17361 17391 17421 17454 17496 17569 17739 17784 17792
 17844 18081 18087 18144 18162 18191 18300 18359 18408 18572 18705 18716
 18750 18751 18761 18764 18823 18862 18882 18911 18933 19270 19283 19286
 19338 19412 19414 19434 19493 19640 19764 19814 19903 20003 20134 20169
 20338 20599 20620 20685 20918 20968 21080 21092 21144 21303 21430 21455
 21493 21551 21563 21581 21617 21719 22036 22040 22126 22232 22314 22342
 22371 22397 22443 22451 22601 22644 22770 22862 22969 23055 23109 23130
 23168 23462 23467 23844 23848 24004 24046 24081 24096 24106 24137 24259
 24273 24342 24445 24549 24613 24747 24867 24976]","[ 227  267  420  479  509  580  714  971 1015 1063 1085 1341 1350 1526
 1546 1619 1624 1645 1715 1801 1952 2134 2260 2353 2406 2519 2577 2631
 2933 2971 3053 3069 3127 3252 3284 3296 3360 3431 3478 3510 3526 3851
 4027 4049 4099 4132 4159 4249 4362 4484 4505 4513 4564 4608 4685 4847
 4960 5038 5150 5288 5316 5345 5379 5495 5505 5510 5520 5557 5699 5906
 6087 6250 6327 6403 6479 6572 6943 6967 6978 7094 7197 7200 7256 7264
 7326 7365 7393 7490 7725 7730 7801 8016 8369 8375 8448 8647 8714 8784
 8889 8914 8989 9078 9152 9461 9821 9886 9937]",25000,25356,80.21,89.7196261682243,98.13084112149532,107,80.64,86.23595505617978,50.842696629213485
