Model,Cluster index,Cluster count,Poison rate,Number of poisoned samples,Original dataset size,Poisoned dataset size,Clean Model Accuracy,"Poisoned Model, Clean Subpopulation accuracy (target)","Clean Model, Clean Subpopulation accuracy (subpop baseline)",Number of samples tested on poisoned model,"Poisoned Model, Clean Test Data accuracy (collateral)","Clean Model, Poison Data accuracy","Poisoned Model, Poison Data accuracy"
0,36,340,1.0,93,25000,25093,78.89,63.38028169014085,71.83098591549296,71,75.99,94.70588235294117,66.76470588235294
0,36,340,2.0,186,25000,25186,78.89,63.38028169014085,71.83098591549296,71,79.7,94.70588235294117,72.6470588235294
0,37,176,0.5,201,25000,25201,78.89,98.55072463768116,99.27536231884058,138,82.22,94.88636363636364,68.18181818181819
0,37,176,1.0,403,25000,25403,78.89,99.27536231884058,99.27536231884058,138,79.09,94.88636363636364,27.84090909090909
0,37,176,2.0,806,25000,25806,78.89,98.55072463768116,99.27536231884058,138,81.2,94.88636363636364,14.772727272727273
0,38,184,0.5,23,25000,25023,78.89,88.46153846153847,78.2051282051282,78,79.47,95.1086956521739,78.80434782608695
0,38,184,1.0,47,25000,25047,78.89,82.05128205128206,78.2051282051282,78,82.51,95.1086956521739,75.0
0,38,184,2.0,94,25000,25094,78.89,80.76923076923077,78.2051282051282,78,79.87,95.1086956521739,65.76086956521739
0,39,294,0.5,155,25000,25155,78.89,85.0,93.0,100,80.88,91.83673469387755,67.00680272108843
0,39,294,1.0,310,25000,25310,78.89,91.0,93.0,100,80.35,91.83673469387755,56.12244897959184
0,39,294,2.0,620,25000,25620,78.89,88.0,93.0,100,78.6,91.83673469387755,27.210884353741495
0,40,274,0.5,62,25000,25062,78.89,100.0,100.0,59,81.39,94.8905109489051,73.72262773722628
0,40,274,1.0,124,25000,25124,78.89,100.0,100.0,59,79.5,94.8905109489051,70.43795620437956
0,40,274,2.0,248,25000,25248,78.89,100.0,100.0,59,80.71,94.8905109489051,54.37956204379562
0,41,335,0.5,27,25000,25027,78.89,91.66666666666667,96.29629629629629,108,80.68,92.23880597014926,78.50746268656717
0,41,335,1.0,54,25000,25054,78.89,86.11111111111111,96.29629629629629,108,80.82,92.23880597014926,76.41791044776119
0,41,335,2.0,108,25000,25108,78.89,81.48148148148148,96.29629629629629,108,80.81,92.23880597014926,71.94029850746269
0,42,258,0.5,16,25000,25016,78.89,83.13253012048193,72.28915662650603,83,81.88,95.34883720930233,83.72093023255815
0,42,258,1.0,32,25000,25032,78.89,78.3132530120482,72.28915662650603,83,79.77,95.34883720930233,72.86821705426357
0,42,258,2.0,64,25000,25064,78.89,79.51807228915662,72.28915662650603,83,82.08,95.34883720930233,78.29457364341086
0,43,280,0.5,31,25000,25031,78.89,92.66055045871559,94.4954128440367,109,80.18,95.0,80.0
0,43,280,1.0,62,25000,25062,78.89,86.23853211009174,94.4954128440367,109,75.78,95.0,70.0
0,43,280,2.0,124,25000,25124,78.89,88.9908256880734,94.4954128440367,109,79.95,95.0,72.85714285714286
0,44,185,0.5,133,25000,25133,78.89,51.37614678899082,55.04587155963303,109,81.08,94.05405405405405,64.32432432432432
0,44,185,1.0,266,25000,25266,78.89,49.54128440366973,55.04587155963303,109,79.37,94.05405405405405,46.486486486486484
0,44,185,2.0,532,25000,25532,78.89,67.88990825688073,55.04587155963303,109,80.65,94.05405405405405,28.10810810810811
0,45,387,0.5,46,25000,25046,78.89,100.0,100.0,43,79.24,92.50645994832041,76.22739018087856
0,45,387,1.0,92,25000,25092,78.89,95.34883720930233,100.0,43,78.4,92.50645994832041,74.16020671834626
0,45,387,2.0,184,25000,25184,78.89,90.69767441860465,100.0,43,80.99,92.50645994832041,75.96899224806202
0,46,291,0.5,63,25000,25063,78.89,97.05882352941177,98.52941176470588,68,82.81,91.75257731958763,77.66323024054982
0,46,291,1.0,126,25000,25126,78.89,98.52941176470588,98.52941176470588,68,81.64,91.75257731958763,72.16494845360825
0,46,291,2.0,252,25000,25252,78.89,92.6470588235294,98.52941176470588,68,77.5,91.75257731958763,55.32646048109966
0,47,229,0.5,193,25000,25193,78.89,78.94736842105263,76.84210526315789,95,81.43,93.88646288209607,65.50218340611353
0,47,229,1.0,386,25000,25386,78.89,73.6842105263158,76.84210526315789,95,78.94,93.88646288209607,57.20524017467249
0,47,229,2.0,772,25000,25772,78.89,83.15789473684211,76.84210526315789,95,80.25,93.88646288209607,24.45414847161572
0,48,244,0.5,150,25000,25150,78.89,64.07766990291262,79.6116504854369,103,79.18,95.08196721311475,72.1311475409836
0,48,244,1.0,301,25000,25301,78.89,57.28155339805825,79.6116504854369,103,71.79,95.08196721311475,37.704918032786885
0,48,244,2.0,602,25000,25602,78.89,73.7864077669903,79.6116504854369,103,79.9,95.08196721311475,40.98360655737705
0,49,258,0.5,53,25000,25053,78.89,88.0,94.0,50,82.18,94.96124031007751,75.5813953488372
0,49,258,1.0,106,25000,25106,78.89,94.0,94.0,50,78.72,94.96124031007751,68.21705426356588
0,49,258,2.0,212,25000,25212,78.89,92.0,94.0,50,80.98,94.96124031007751,56.58914728682171
0,50,185,0.5,49,25000,25049,78.89,76.71232876712328,72.6027397260274,73,80.95,95.13513513513513,75.67567567567568
0,50,185,1.0,99,25000,25099,78.89,75.34246575342466,72.6027397260274,73,82.88,95.13513513513513,70.27027027027027
0,50,185,2.0,198,25000,25198,78.89,56.16438356164384,72.6027397260274,73,80.14,95.13513513513513,56.21621621621622
0,51,161,0.5,39,25000,25039,78.89,77.45098039215686,47.05882352941177,102,81.37,92.54658385093168,73.2919254658385
0,51,161,1.0,78,25000,25078,78.89,71.56862745098039,47.05882352941177,102,82.0,92.54658385093168,73.91304347826087
0,51,161,2.0,156,25000,25156,78.89,70.58823529411765,47.05882352941177,102,80.68,92.54658385093168,63.975155279503106
0,52,276,0.5,21,25000,25021,78.89,100.0,100.0,86,81.49,95.28985507246377,80.07246376811594
0,52,276,1.0,43,25000,25043,78.89,100.0,100.0,86,80.73,95.28985507246377,77.89855072463769
0,52,276,2.0,86,25000,25086,78.89,100.0,100.0,86,83.15,95.28985507246377,75.3623188405797
0,53,572,0.5,71,25000,25071,78.89,92.85714285714286,86.9047619047619,84,79.31,92.83216783216783,77.27272727272727
0,53,572,1.0,143,25000,25143,78.89,92.85714285714286,86.9047619047619,84,79.88,92.83216783216783,73.77622377622377
0,53,572,2.0,286,25000,25286,78.89,88.0952380952381,86.9047619047619,84,80.85,92.83216783216783,68.35664335664336
0,54,256,0.5,191,25000,25191,78.89,77.04918032786885,75.40983606557377,122,79.55,94.53125,67.96875
0,54,256,1.0,382,25000,25382,78.89,71.31147540983606,75.40983606557377,122,81.75,94.53125,53.90625
0,54,256,2.0,764,25000,25764,78.89,77.8688524590164,75.40983606557377,122,80.56,94.53125,26.5625
0,55,213,0.5,109,25000,25109,78.89,97.01492537313433,97.01492537313433,67,79.73,93.42723004694835,66.66666666666667
0,55,213,1.0,218,25000,25218,78.89,95.5223880597015,97.01492537313433,67,79.61,93.42723004694835,74.17840375586854
0,55,213,2.0,436,25000,25436,78.89,86.56716417910448,97.01492537313433,67,80.19,93.42723004694835,39.906103286384976
0,56,156,0.5,109,25000,25109,78.89,75.0,69.11764705882354,68,81.88,95.51282051282051,66.02564102564102
0,56,156,1.0,218,25000,25218,78.89,75.0,69.11764705882354,68,78.68,95.51282051282051,58.97435897435897
0,56,156,2.0,436,25000,25436,78.89,75.0,69.11764705882354,68,81.46,95.51282051282051,27.564102564102566
0,57,218,0.5,97,25000,25097,78.89,100.0,100.0,60,80.75,93.11926605504587,74.31192660550458
0,57,218,1.0,195,25000,25195,78.89,98.33333333333333,100.0,60,80.68,93.11926605504587,65.13761467889908
0,57,218,2.0,390,25000,25390,78.89,100.0,100.0,60,80.37,93.11926605504587,41.74311926605505
0,58,258,0.5,174,25000,25174,78.89,98.64864864864865,100.0,74,82.88,95.34883720930233,69.37984496124031
0,58,258,1.0,348,25000,25348,78.89,100.0,100.0,74,79.9,95.34883720930233,55.42635658914729
0,58,258,2.0,696,25000,25696,78.89,100.0,100.0,74,79.62,95.34883720930233,31.3953488372093
0,59,238,0.5,58,25000,25058,78.89,94.50549450549451,95.6043956043956,91,82.34,92.01680672268908,78.57142857142857
0,59,238,1.0,116,25000,25116,78.89,89.01098901098901,95.6043956043956,91,80.52,92.01680672268908,69.32773109243698
0,59,238,2.0,232,25000,25232,78.89,84.61538461538461,95.6043956043956,91,82.22,92.01680672268908,61.76470588235294
0,60,269,0.5,148,25000,25148,78.89,25.43859649122807,71.05263157894737,114,73.16,95.16728624535315,63.56877323420074
0,60,269,1.0,296,25000,25296,78.89,64.03508771929825,71.05263157894737,114,81.53,95.16728624535315,67.28624535315986
0,60,269,2.0,592,25000,25592,78.89,70.17543859649123,71.05263157894737,114,80.8,95.16728624535315,54.646840148698885
0,61,190,0.5,84,25000,25084,78.89,86.20689655172414,79.3103448275862,58,80.55,94.21052631578948,73.6842105263158
0,61,190,1.0,168,25000,25168,78.89,84.48275862068965,79.3103448275862,58,78.84,94.21052631578948,57.89473684210526
0,61,190,2.0,336,25000,25336,78.89,77.58620689655173,79.3103448275862,58,81.03,94.21052631578948,58.94736842105263
0,62,273,0.5,163,25000,25163,78.89,68.25396825396825,61.904761904761905,126,79.62,93.77289377289377,65.56776556776556
0,62,273,1.0,326,25000,25326,78.89,81.74603174603175,61.904761904761905,126,79.75,93.77289377289377,50.54945054945055
0,62,273,2.0,652,25000,25652,78.89,75.39682539682539,61.904761904761905,126,81.3,93.77289377289377,29.304029304029303
0,63,86,0.5,71,25000,25071,78.89,89.53488372093024,86.04651162790698,86,81.22,95.34883720930233,62.7906976744186
0,63,86,1.0,143,25000,25143,78.89,94.18604651162791,86.04651162790698,86,80.82,95.34883720930233,55.81395348837209
0,63,86,2.0,286,25000,25286,78.89,91.86046511627907,86.04651162790698,86,81.17,95.34883720930233,27.906976744186046
0,64,223,0.5,89,25000,25089,78.89,98.86363636363636,100.0,88,81.22,94.17040358744394,77.57847533632287
0,64,223,1.0,179,25000,25179,78.89,98.86363636363636,100.0,88,80.62,94.17040358744394,72.6457399103139
0,64,223,2.0,358,25000,25358,78.89,98.86363636363636,100.0,88,78.0,94.17040358744394,48.4304932735426
0,65,285,0.5,92,25000,25092,78.89,93.22033898305085,94.91525423728814,59,80.06,94.3859649122807,74.73684210526316
0,65,285,1.0,185,25000,25185,78.89,98.30508474576271,94.91525423728814,59,79.61,94.3859649122807,62.45614035087719
0,65,285,2.0,370,25000,25370,78.89,93.22033898305085,94.91525423728814,59,78.7,94.3859649122807,53.68421052631579
0,66,150,0.5,43,25000,25043,78.89,99.18032786885246,99.18032786885246,122,82.07,94.0,78.0
0,66,150,1.0,86,25000,25086,78.89,94.26229508196721,99.18032786885246,122,79.39,94.0,63.333333333333336
0,66,150,2.0,172,25000,25172,78.89,99.18032786885246,99.18032786885246,122,80.63,94.0,60.0
0,67,466,0.5,56,25000,25056,78.89,100.0,100.0,97,82.01,93.77682403433477,79.18454935622317
0,67,466,1.0,113,25000,25113,78.89,93.81443298969072,100.0,97,80.33,93.77682403433477,76.82403433476395
0,67,466,2.0,226,25000,25226,78.89,98.96907216494846,100.0,97,82.0,93.77682403433477,71.88841201716738
0,68,222,0.5,121,25000,25121,78.89,85.14851485148515,97.02970297029702,101,79.84,95.49549549549549,68.46846846846847
0,68,222,1.0,243,25000,25243,78.89,92.07920792079207,97.02970297029702,101,79.91,95.49549549549549,61.711711711711715
0,68,222,2.0,486,25000,25486,78.89,97.02970297029702,97.02970297029702,101,79.98,95.49549549549549,40.54054054054054
0,69,214,0.5,133,25000,25133,78.89,69.28571428571429,65.0,140,80.32,91.58878504672897,70.5607476635514
0,69,214,1.0,267,25000,25267,78.89,66.42857142857143,65.0,140,80.22,91.58878504672897,49.532710280373834
0,69,214,2.0,534,25000,25534,78.89,73.57142857142857,65.0,140,80.96,91.58878504672897,47.19626168224299
0,70,244,0.5,111,25000,25111,78.89,88.3495145631068,88.3495145631068,103,79.52,92.21311475409836,69.67213114754098
0,70,244,1.0,222,25000,25222,78.89,90.29126213592232,88.3495145631068,103,75.53,92.21311475409836,57.78688524590164
0,70,244,2.0,444,25000,25444,78.89,83.49514563106796,88.3495145631068,103,81.8,92.21311475409836,41.39344262295082
0,71,198,0.5,226,25000,25226,78.89,92.19858156028369,90.78014184397163,141,81.65,91.91919191919192,61.111111111111114
0,71,198,1.0,452,25000,25452,78.89,89.36170212765957,90.78014184397163,141,80.27,91.91919191919192,37.37373737373738
0,71,198,2.0,904,25000,25904,78.89,92.90780141843972,90.78014184397163,141,80.65,91.91919191919192,12.626262626262626
0,72,223,0.5,256,25000,25256,78.89,45.348837209302324,36.627906976744185,172,79.72,94.61883408071749,50.672645739910315
0,72,223,1.0,512,25000,25512,78.89,42.44186046511628,36.627906976744185,172,78.65,94.61883408071749,39.01345291479821
0,72,223,2.0,1024,25000,26024,78.89,47.093023255813954,36.627906976744185,172,78.76,94.61883408071749,14.349775784753364
0,73,332,0.5,137,25000,25137,78.89,97.36842105263158,100.0,76,82.9,93.67469879518072,72.28915662650603
0,73,332,1.0,275,25000,25275,78.89,92.10526315789474,100.0,76,79.36,93.67469879518072,65.06024096385542
0,73,332,2.0,550,25000,25550,78.89,100.0,100.0,76,80.4,93.67469879518072,46.08433734939759
0,74,405,0.5,195,25000,25195,78.89,62.5,57.35294117647059,136,78.63,94.5679012345679,67.65432098765432
0,74,405,1.0,390,25000,25390,78.89,50.0,57.35294117647059,136,79.1,94.5679012345679,60.24691358024691
0,74,405,2.0,780,25000,25780,78.89,59.55882352941177,57.35294117647059,136,80.09,94.5679012345679,37.53086419753087
0,75,508,0.5,207,25000,25207,78.89,86.06557377049181,77.04918032786885,122,82.17,90.55118110236221,69.48818897637796
0,75,508,1.0,415,25000,25415,78.89,72.95081967213115,77.04918032786885,122,79.89,90.55118110236221,68.30708661417323
0,75,508,2.0,830,25000,25830,78.89,72.95081967213115,77.04918032786885,122,80.83,90.55118110236221,58.267716535433074
0,76,276,0.5,264,25000,25264,78.89,63.48314606741573,60.1123595505618,178,82.29,93.84057971014492,64.85507246376811
