Model,Cluster index,Cluster count,Poison rate,Number of poisoned samples,Original dataset size,Poisoned dataset size,Clean Model Accuracy,"Poisoned Model, Clean Subpopulation accuracy (target)","Clean Model, Clean Subpopulation accuracy (subpop baseline)",Number of samples tested on poisoned model,"Poisoned Model, Clean Test Data accuracy (collateral)","Clean Model, Poison Data accuracy","Poisoned Model, Poison Data accuracy"
5,34,263,2,486,25000,25486,78.89,100,100,119,79.48,95.05703422053232,34.60076045627376
5,35,410,0.5,172,25000,25172,78.89,97.77777777777777,96.29629629629629,135,79.9,92.68292683,70.97560975609755
5,35,410,1,345,25000,25345,78.89,94.07407407407408,96.29629629629629,135,76.16,92.68292683,59.75609756097561
5,35,410,2,690,25000,25690,78.89,86.66666666666667,96.29629629629629,135,79.05,92.68292683,44.87804878
5,36,239,0.5,46,25000,25046,78.89,74.64788732394366,71.83098591549296,71,80.05,92.88702928870293,74.89539748953975
5,36,239,1,93,25000,25093,78.89,61.971830985915496,71.83098591549296,71,79.15,92.88702928870293,70.71129707
5,36,239,2,186,25000,25186,78.89,54.929577464788736,71.83098591549296,71,78.84,92.88702928870293,59.83263598
5,37,435,0.5,201,25000,25201,78.89,98.55072463768116,99.27536231884058,138,78.13,93.33333333333333,67.58620689655173
5,37,435,1,403,25000,25403,78.89,97.82608695652173,99.27536231884058,138,81.41,93.33333333333333,67.35632183908046
5,37,435,2,806,25000,25806,78.89,98.55072463768116,99.27536231884058,138,78.25,93.33333333333333,42.298850574712645
5,38,225,0.5,23,25000,25023,78.89,69.23076923076923,78.20512821,78,82.64,92.88888888888889,88
5,38,225,1,47,25000,25047,78.89,83.33333333333333,78.20512821,78,79.9,92.88888888888889,78.22222222222223
5,38,225,2,94,25000,25094,78.89,85.8974359,78.20512821,78,82.25,92.88888888888889,76.88888888888889
5,39,310,0.5,155,25000,25155,78.89,90,93,100,80.44,94.19354838709677,74.83870967741936
5,39,310,1,310,25000,25310,78.89,91,93,100,80.15,94.19354838709677,63.54838709677419
5,39,310,2,620,25000,25620,78.89,82,93,100,78.77,94.19354838709677,43.87096774193548
5,40,120,0.5,62,25000,25062,78.89,100,100,59,81.83,94.16666666666667,74.16666666666667
5,40,120,1,124,25000,25124,78.89,100,100,59,81.52,94.16666666666667,61.666666666666664
5,40,120,2,248,25000,25248,78.89,100,100,59,82.88,94.16666666666667,46.666666666666664
5,41,311,0.5,27,25000,25027,78.89,88.88888888888889,96.29629629629629,108,81.32,91.31832797427653,74.59807073954984
5,41,311,1,54,25000,25054,78.89,94.44444444444444,96.29629629629629,108,79.67,91.31832797427653,74.27652733118971
5,41,311,2,108,25000,25108,78.89,87.03703703703704,96.29629629629629,108,81.34,91.31832797427653,75.56270096463022
5,42,209,0.5,16,25000,25016,78.89,77.10843373493977,72.28915662650603,83,80.83,93.30143540669856,79.42583732057416
5,42,209,1,32,25000,25032,78.89,85.54216867,72.28915662650603,83,81.95,93.30143540669856,77.51196172248804
5,42,209,2,64,25000,25064,78.89,75.90361445783132,72.28915662650603,83,82.36,93.30143540669856,76.55502392344498
5,43,260,0.5,31,25000,25031,78.89,86.23853211009174,94.49541284,109,81.89,93.84615384615384,78.07692307692308
5,43,260,1,62,25000,25062,78.89,93.57798165137615,94.49541284,109,80.92,93.84615384615384,75.76923076923077
5,43,260,2,124,25000,25124,78.89,84.40366972477064,94.49541284,109,80.02,93.84615384615384,70.38461538461539
5,44,162,0.5,133,25000,25133,78.89,57.79816513761468,55.04587155963303,109,80.43,93.82716049382717,66.04938271604938
5,44,162,1,266,25000,25266,78.89,45.87155963302752,55.04587155963303,109,80.77,93.82716049382717,61.72839506172839
5,44,162,2,532,25000,25532,78.89,56.88073394495413,55.04587155963303,109,78.39,93.82716049382717,28.395061728395063
5,45,140,0.5,46,25000,25046,78.89,97.67441860465117,100,43,81.22,95.71428571428571,70.71428571428571
5,45,140,1,92,25000,25092,78.89,100,100,43,79.68,95.71428571428571,70
5,45,140,2,184,25000,25184,78.89,95.34883720930233,100,43,79.74,95.71428571428571,56.42857142857143
5,46,190,0.5,63,25000,25063,78.89,97.05882352941177,98.52941176470588,68,82.28,92.63157894736842,74.21052631578948
5,46,190,1,126,25000,25126,78.89,94.11764705882354,98.52941176470588,68,79.53,92.63157894736842,70
5,46,190,2,252,25000,25252,78.89,89.70588235294117,98.52941176470588,68,80.93,92.63157894736842,55.26315789473684
5,47,257,0.5,193,25000,25193,78.89,74.73684210526316,76.84210526315789,95,79.18,93.38521401,59.53307392996109
5,47,257,1,386,25000,25386,78.89,64.21052631578948,76.84210526315789,95,80.61,93.38521401,49.80544747081712
5,47,257,2,772,25000,25772,78.89,70.52631578947368,76.84210526315789,95,80.39,93.38521401,23.735408560311285
5,48,239,0.5,150,25000,25150,78.89,70.87378640776699,79.61165049,103,76.86,92.88702928870293,61.92468619246862
5,48,239,1,301,25000,25301,78.89,77.66990291262135,79.61165049,103,80.56,92.88702928870293,49.79079498
5,48,239,2,602,25000,25602,78.89,81.55339805825243,79.61165049,103,75.13,92.88702928870293,49.37238493723849
5,49,180,0.5,53,25000,25053,78.89,92,94,50,82.74,96.66666666666667,77.77777777777777
5,49,180,1,106,25000,25106,78.89,92,94,50,81.29,96.66666666666667,70
5,49,180,2,212,25000,25212,78.89,100,94,50,79.25,96.66666666666667,60
5,50,269,0.5,49,25000,25049,78.89,73.97260273972603,72.60273973,73,83.33,92.19330855018588,81.78438661710037
5,50,269,1,99,25000,25099,78.89,76.71232876712328,72.60273973,73,80.91,92.19330855018588,76.95167286245353
5,50,269,2,198,25000,25198,78.89,68.49315068,72.60273973,73,81.18,92.19330855018588,70.26022304832713
5,51,218,0.5,39,25000,25039,78.89,80.39215686,47.05882352941177,102,79.88,90.36697247706422,76.60550458715596
5,51,218,1,78,25000,25078,78.89,78.43137254901961,47.05882352941177,102,80.12,90.36697247706422,74.31192660550458
5,51,218,2,156,25000,25156,78.89,83.33333333333333,47.05882352941177,102,81.06,90.36697247706422,75.68807339449542
5,52,251,0.5,21,25000,25021,78.89,98.83720930232558,100,86,77.35,94.42231075697211,73.70517928286853
5,52,251,1,43,25000,25043,78.89,100,100,86,80.14,94.42231075697211,76.09561752988049
5,52,251,2,86,25000,25086,78.89,96.51162790697674,100,86,80.41,94.42231075697211,76.09561752988049
5,53,175,0.5,71,25000,25071,78.89,91.66666666666667,86.9047619,84,81.33,93.71428571428571,75.42857142857143
5,53,175,1,143,25000,25143,78.89,94.04761904761905,86.9047619,84,81.53,93.71428571428571,61.142857142857146
5,53,175,2,286,25000,25286,78.89,92.85714285714286,86.9047619,84,79.81,93.71428571428571,42.857142857142854
5,54,411,0.5,191,25000,25191,78.89,66.39344262295081,75.40983606557377,122,81.22,93.18734793187348,73.47931873479318
5,54,411,1,382,25000,25382,78.89,75.40983606557377,75.40983606557377,122,79.29,93.18734793187348,60.09732360097323
5,54,411,2,764,25000,25764,78.89,67.21311475409836,75.40983606557377,122,76.4,93.18734793187348,42.82238442822384
5,55,154,0.5,109,25000,25109,78.89,95.52238806,97.01492537313433,67,79.75,91.55844155844156,60.38961038961039
5,55,154,1,218,25000,25218,78.89,92.53731343283582,97.01492537313433,67,81.51,91.55844155844156,56.493506493506494
5,55,154,2,436,25000,25436,78.89,95.52238806,97.01492537313433,67,81.23,91.55844155844156,37.01298701298701
5,56,224,0.5,109,25000,25109,78.89,83.82352941176471,69.11764705882354,68,80.15,92.85714285714286,66.07142857142857
5,56,224,1,218,25000,25218,78.89,72.05882352941177,69.11764705882354,68,81.63,92.85714285714286,62.94642857142857
5,56,224,2,436,25000,25436,78.89,72.05882352941177,69.11764705882354,68,82.59,92.85714285714286,34.82142857142857
5,57,185,0.5,97,25000,25097,78.89,100,100,60,80.92,94.59459459,67.02702702702703
5,57,185,1,195,25000,25195,78.89,100,100,60,83.27,94.59459459,64.86486486486487
5,57,185,2,390,25000,25390,78.89,100,100,60,81.53,94.59459459,36.21621621621622
5,58,238,0.5,174,25000,25174,78.89,100,100,74,80.24,96.63865546218487,67.22689075630252
5,58,238,1,348,25000,25348,78.89,90.54054054054055,100,74,78.67,96.63865546218487,56.30252100840336
5,58,238,2,696,25000,25696,78.89,100,100,74,80.6,96.63865546218487,30.672268907563026
5,59,330,0.5,58,25000,25058,78.89,86.81318681318682,95.6043956,91,79.28,95.45454545454545,79.09090909
5,59,330,1,116,25000,25116,78.89,95.6043956,95.6043956,91,81.73,95.45454545454545,77.87878787878788
5,59,330,2,232,25000,25232,78.89,92.30769231,95.6043956,91,81.49,95.45454545454545,71.21212121212122
5,60,232,0.5,148,25000,25148,78.89,62.280701754385966,71.05263157894737,114,81.3,93.10344827586206,67.24137931034483
5,60,232,1,296,25000,25296,78.89,21.05263157894737,71.05263157894737,114,73.47,93.10344827586206,51.724137931034484
5,60,232,2,592,25000,25592,78.89,61.40350877192982,71.05263157894737,114,80.25,93.10344827586206,47.84482759
5,61,174,0.5,84,25000,25084,78.89,84.48275862068965,79.31034483,58,82.24,95.40229885057471,75.28735632183908
5,61,174,1,168,25000,25168,78.89,82.75862068965517,79.31034483,58,82.23,95.40229885057471,68.39080459770115
5,61,174,2,336,25000,25336,78.89,72.41379310344827,79.31034483,58,80.79,95.40229885057471,43.67816091954023
5,62,227,0.5,163,25000,25163,78.89,73.80952380952381,61.904761904761905,126,78.93,94.71365639,65.63876651982379
5,62,227,1,326,25000,25326,78.89,73.01587301587301,61.904761904761905,126,80.52,94.71365639,48.89867841409691
5,62,227,2,652,25000,25652,78.89,69.04761904761905,61.904761904761905,126,80.8,94.71365639,23.788546255506606
5,63,178,0.5,71,25000,25071,78.89,91.86046511627907,86.04651162790698,86,81.28,92.69662921348315,74.71910112359551
5,63,178,1,143,25000,25143,78.89,89.53488372093024,86.04651162790698,86,79.68,92.69662921348315,67.41573033707866
5,63,178,2,286,25000,25286,78.89,62.79069767,86.04651162790698,86,77.87,92.69662921348315,53.93258426966292
5,64,206,0.5,89,25000,25089,78.89,98.86363636363636,100,88,79.95,90.77669902912622,72.33009708737865
5,64,206,1,179,25000,25179,78.89,98.86363636363636,100,88,80.44,90.77669902912622,66.99029126213593
5,64,206,2,358,25000,25358,78.89,97.72727272727273,100,88,79.15,90.77669902912622,44.17475728
5,65,157,0.5,92,25000,25092,78.89,98.30508474576271,94.91525423728814,59,81.6,91.71974522292993,74.52229299363057
5,65,157,1,185,25000,25185,78.89,96.61016949152543,94.91525423728814,59,81,91.71974522292993,54.77707006369427
5,65,157,2,370,25000,25370,78.89,98.30508474576271,94.91525423728814,59,81.75,91.71974522292993,52.22929936305732
5,66,313,0.5,43,25000,25043,78.89,95.08196721311475,99.18032786885246,122,81.35,90.41533546325878,78.59424920127796
5,66,313,1,86,25000,25086,78.89,97.54098360655738,99.18032786885246,122,80.61,90.41533546325878,74.44089457
5,66,313,2,172,25000,25172,78.89,87.70491803278688,99.18032786885246,122,78.7,90.41533546325878,63.89776357827476
5,67,207,0.5,56,25000,25056,78.89,100,100,97,80.12,96.13526570048309,73.42995169082126
5,67,207,1,113,25000,25113,78.89,100,100,97,80.76,96.13526570048309,65.70048309178743
5,67,207,2,226,25000,25226,78.89,98.96907216494846,100,97,79.7,96.13526570048309,58.45410628019324
5,68,307,0.5,121,25000,25121,78.89,87.12871287128714,97.02970297029702,101,80.31,91.85667752442997,71.66123778501628
5,68,307,1,243,25000,25243,78.89,70.29702970297029,97.02970297029702,101,77.89,91.85667752442997,61.237785016286644
5,68,307,2,486,25000,25486,78.89,89.10891089108911,97.02970297029702,101,81.69,91.85667752442997,58.306188925081436
5,69,283,0.5,133,25000,25133,78.89,72.14285714285714,65,140,81.35,92.93286219081273,76.32508833922262
5,69,283,1,267,25000,25267,78.89,74.28571428571429,65,140,81.18,92.93286219081273,69.25795053003533
5,69,283,2,534,25000,25534,78.89,70,65,140,80.47,92.93286219081273,38.869257950530034
5,70,288,0.5,111,25000,25111,78.89,82.52427184466019,88.34951456,103,76.67,92.01388888888889,71.52777777777777
5,70,288,1,222,25000,25222,78.89,80.58252427184466,88.34951456,103,80.82,92.01388888888889,64.23611111111111
5,70,288,2,444,25000,25444,78.89,86.40776699029126,88.34951456,103,77.11,92.01388888888889,44.791666666666664
5,71,344,0.5,226,25000,25226,78.89,92.19858156028369,90.78014184397163,141,81.32,93.02325581395348,68.02325581395348
5,71,344,1,452,25000,25452,78.89,80.85106382978724,90.78014184397163,141,81.47,93.02325581395348,57.848837209302324
5,71,344,2,904,25000,25904,78.89,84.39716312056737,90.78014184397163,141,79.84,93.02325581395348,40.98837209302326
5,72,269,0.5,256,25000,25256,78.89,42.44186046511628,36.627906976744185,172,80.67,94.05204460966543,67.65799256505576
5,72,269,1,512,25000,25512,78.89,47.674418604651166,36.627906976744185,172,79.64,94.05204460966543,46.09665427509294
5,72,269,2,1024,25000,26024,78.89,40.69767441860465,36.627906976744185,172,81.48,94.05204460966543,18.21561338289963
5,73,258,0.5,137,25000,25137,78.89,90.78947368421052,100,76,79.18,92.24806201550388,72.48062015503876
5,73,258,1,275,25000,25275,78.89,100,100,76,82.23,92.24806201550388,65.89147286821705
5,73,258,2,550,25000,25550,78.89,78.94736842105263,100,76,79.48,92.24806201550388,46.51162790697674
5,74,314,0.5,195,25000,25195,78.89,53.67647059,57.35294117647059,136,78.1,93.63057324840764,63.69426751592356
5,74,314,1,390,25000,25390,78.89,63.970588235294116,57.35294117647059,136,81.37,93.63057324840764,57.961783439490446
5,74,314,2,780,25000,25780,78.89,57.35294117647059,57.35294117647059,136,76.72,93.63057324840764,28.343949044585987
5,75,231,0.5,207,25000,25207,78.89,78.68852459016394,77.04918032786885,122,82,94.80519481,60.17316017316017
5,75,231,1,415,25000,25415,78.89,80.32786885245902,77.04918032786885,122,78.53,94.80519481,39.82683982683983
5,75,231,2,830,25000,25830,78.89,75.40983606557377,77.04918032786885,122,81.62,94.80519481,15.151515151515152
5,76,342,0.5,264,25000,25264,78.89,65.73033707865169,60.11235955,178,81.26,93.85964912280701,66.37426900584795
5,76,342,1,529,25000,25529,78.89,67.41573033707866,60.11235955,178,78.62,93.85964912280701,48.538011695906434
5,76,342,2,1058,25000,26058,78.89,61.79775280898876,60.11235955,178,80.94,93.85964912280701,28.94736842105263
5,77,287,0.5,142,25000,25142,78.89,71.55172413793103,59.48275862068966,116,81.29,93.72822299651568,74.56445993031359
5,77,287,1,285,25000,25285,78.89,71.55172413793103,59.48275862068966,116,79.97,93.72822299651568,54.70383275261324
5,77,287,2,570,25000,25570,78.89,67.24137931034483,59.48275862068966,116,80.29,93.72822299651568,32.055749128919864
5,78,314,0.5,179,25000,25179,78.89,55.55555555555556,62.39316239316239,117,81.32,94.58598726,66.56050955414013
5,78,314,1,358,25000,25358,78.89,59.82905982905983,62.39316239316239,117,79.52,94.58598726,51.910828025477706
5,78,314,2,716,25000,25716,78.89,59.82905982905983,62.39316239316239,117,80.44,94.58598726,36.94267515923567
5,79,235,0.5,264,25000,25264,78.89,50.34482759,40.689655172413794,145,79.19,94.04255319148936,49.361702127659576
5,79,235,1,529,25000,25529,78.89,45.51724137931034,40.689655172413794,145,79.17,94.04255319148936,42.55319149
5,79,235,2,1058,25000,26058,78.89,49.65517241,40.689655172413794,145,80.38,94.04255319148936,17.44680851
